Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_N-fHP,mean_L-fHP
CPEB4,0.93269014,1.441749897,9.224744553,2.22E-11,1.47E-07,15.82866723,2.009655333,1.101006636
IGSF8,-0.819353473,2.859040871,-9.136894266,2.87E-11,1.47E-07,15.58080673,2.350178623,3.16435822
STMN3,-0.973722374,3.119960995,-9.046508174,3.76E-11,1.47E-07,15.32470084,2.516231034,3.482198972
LCK,-1.245081955,4.919124309,-8.994286056,4.39E-11,1.47E-07,15.1762309,4.131305641,5.39181551
MAP4K1,-1.082254557,3.702137938,-8.793308911,8.00E-11,1.79E-07,14.60146822,3.045298003,4.096241899
CD3E,-1.361698872,6.140900823,-8.840919334,6.93E-11,1.79E-07,14.73810677,5.283971736,6.655058274
DCTN4,0.535429217,2.017967593,8.620471321,1.35E-10,2.26E-07,14.1029717,2.347825902,1.820052608
NOB1,-0.698467129,3.382849512,-8.632999749,1.30E-10,2.26E-07,14.1392347,2.943402888,3.646517486
PDIA4,-0.613423027,3.623299227,-8.547414996,1.68E-10,2.28E-07,13.89111794,3.241415944,3.852429196
EVL,-1.066678304,4.0403606,-8.542607517,1.70E-10,2.28E-07,13.87715333,3.372796153,4.440899268
MTA2,-0.632440236,4.226919233,-8.462339459,2.17E-10,2.65E-07,13.64356744,3.837250378,4.460720547
NSUN7,1.30308561,0.996837168,8.368247187,2.89E-10,2.94E-07,13.3687401,1.813858019,0.506624656
RRP1B,-0.535174182,2.038098918,-8.308313754,3.47E-10,2.94E-07,13.19312387,1.695955694,2.243384852
RASA3,-0.686003964,4.210254342,-8.285410921,3.72E-10,2.94E-07,13.12590034,3.781175449,4.467701678
LPXN,-0.782135131,4.546050613,-8.29652544,3.60E-10,2.94E-07,13.15853108,4.06009624,4.837623236
ESYT1,-0.960605324,4.173907803,-8.294764505,3.62E-10,2.94E-07,13.1533622,3.582334625,4.528851709
SPOCK2,-1.085294488,4.722246041,-8.307360546,3.48E-10,2.94E-07,13.1903273,4.056539753,5.121669815
ECI2,-0.530192631,1.62896625,-8.242971045,4.24E-10,2.97E-07,13.00116737,1.304499399,1.823646361
KIF22,-0.722555481,2.506410111,-8.238806696,4.29E-10,2.97E-07,12.98891665,2.067467083,2.769775927
CDC25B,-1.168641783,4.391052802,-8.228875426,4.43E-10,2.97E-07,12.95969247,3.660730973,4.8292459
GPR141,1.140452177,1.283858034,8.105834823,6.46E-10,3.67E-07,12.59667348,2.003249284,0.852223284
DDX56,-0.581649898,3.081577786,-8.090078863,6.78E-10,3.67E-07,12.55006102,2.718895774,3.299186993
DDOST,-0.612282043,5.116070555,-8.087381806,6.84E-10,3.67E-07,12.54207921,4.740395036,5.341475866
TMC6,-0.687322926,3.921097018,-8.142287992,5.77E-10,3.67E-07,12.70440766,3.496326588,4.175959277
XRCC6,-0.689161743,5.289778296,-8.096533483,6.65E-10,3.67E-07,12.5691598,4.874108383,5.539180244
COPS6,-0.491231546,3.844115324,-8.070347107,7.21E-10,3.72E-07,12.49164672,3.53892343,4.02723046
PYGO2,-0.532026857,3.519924874,-8.044055716,7.81E-10,3.75E-07,12.41374466,3.195621126,3.714507122
PLCG1,-0.799164796,2.248375482,-8.031861723,8.11E-10,3.75E-07,12.37758713,1.74488338,2.550470743
FAM102A,-1.077012664,3.509607404,-8.038723222,7.94E-10,3.75E-07,12.39793485,2.845196461,3.908253969
FAM78A,-0.579394108,4.319233575,-8.009365826,8.70E-10,3.89E-07,12.31083879,3.949952116,4.540802451
NOP56,-0.633456474,2.948455403,-7.98948876,9.25E-10,4.00E-07,12.25181394,2.556835914,3.183427096
NUP210,-0.711982974,3.238251923,-7.941690394,1.07E-09,4.49E-07,12.10969826,2.798347999,3.502194278
ULK3,-0.762096209,2.672054161,-7.875892976,1.31E-09,5.34E-07,11.91365964,2.197536709,2.956764633
HABP4,-0.688108232,1.381599882,-7.847156291,1.44E-09,5.41E-07,11.82789478,0.944667502,1.643759311
CD6,-1.20103554,3.806118818,-7.853541437,1.41E-09,5.41E-07,11.8469589,3.05105977,4.259154246
PTPRCAP,-1.433035362,7.027223321,-7.843769344,1.45E-09,5.41E-07,11.81778062,6.138046278,7.560729546
ATIC,-0.598068147,2.432612697,-7.790048788,1.72E-09,6.22E-07,11.6571977,2.067025102,2.651965254
SIPA1L2,1.627699582,1.616514201,7.775699491,1.79E-09,6.33E-07,11.61425333,2.614869792,1.017500847
SLC22A15,0.914276133,1.303101613,7.737697224,2.02E-09,6.54E-07,11.50041792,1.874533467,0.9602425
AAMP,-0.547542544,3.726992153,-7.72568779,2.10E-09,6.54E-07,11.46441299,3.397633265,3.924607486
TRIM65,-0.625672585,2.249850754,-7.727767698,2.08E-09,6.54E-07,11.47064972,1.854247894,2.48721247
KRI1,-0.63171669,2.905224101,-7.755441671,1.91E-09,6.54E-07,11.55358973,2.516401243,3.138517817
CD5,-1.340558501,4.122672382,-7.730704576,2.06E-09,6.54E-07,11.47945537,3.301667412,4.615275363
PLD1,0.51054042,-0.034659868,7.716252316,2.16E-09,6.58E-07,11.43611463,0.291542823,-0.230381483
NUP58,0.65415714,1.730249824,7.694429556,2.31E-09,6.89E-07,11.37063045,2.127784761,1.491728862
SNRNP40,-0.504328495,2.57583562,-7.674633281,2.46E-09,7.17E-07,11.31118575,2.27580453,2.755854274
CXXC1,-0.447697038,3.309214729,-7.657480059,2.59E-09,7.40E-07,11.25964602,3.045042394,3.46771813
PTEN,0.827373344,4.390921526,7.649454136,2.66E-09,7.43E-07,11.23552075,4.89151916,4.090562946
TMC8,-0.699823688,4.77339611,-7.627487443,2.85E-09,7.64E-07,11.16945814,4.340093187,5.033377864
ICAM2,-0.747522059,3.763081296,-7.631740176,2.81E-09,7.64E-07,11.18225151,3.291354436,4.046117412
TTC26,0.822692119,0.044529665,7.589711079,3.20E-09,8.17E-07,11.05573917,0.537206539,-0.25107646
CS,-0.447266285,3.755805688,-7.592032222,3.18E-09,8.17E-07,11.06273055,3.486681921,3.917279948
RPS2,-1.094220758,8.948733311,-7.5874976,3.23E-09,8.17E-07,11.04907159,8.273279936,9.354005337
IMMT,-0.519829387,3.344608504,-7.580382469,3.30E-09,8.20E-07,11.02763576,3.04147863,3.526486429
SLC37A3,1.042544307,1.087029792,7.551030116,3.62E-09,8.82E-07,10.93915433,1.732564918,0.699708716
NSUN3,0.495494888,1.511319053,7.536104595,3.79E-09,9.05E-07,10.89413054,1.806084934,1.334459524
EIF5A,-0.721779934,5.658092321,-7.531417167,3.85E-09,9.05E-07,10.87998626,5.214922903,5.923993972
ITGB7,-1.058941226,4.173939632,-7.518657066,4.00E-09,9.26E-07,10.8414723,3.516786678,4.568231404
IL27RA,-0.661738135,4.253894,-7.508493932,4.13E-09,9.39E-07,10.81078589,3.825347691,4.511021785
WDR6,-0.773172168,3.475086453,-7.491335258,4.36E-09,9.75E-07,10.75895542,3.010279225,3.753970789
ATP1A1,-0.600083128,4.141813784,-7.485488583,4.44E-09,9.77E-07,10.7412884,3.775492786,4.361606383
SSRP1,-0.600319029,2.823617818,-7.4489661,4.98E-09,1.08E-06,10.63085659,2.452219597,3.04645675
NOP14,-0.541420972,2.639241469,-7.437046783,5.17E-09,1.10E-06,10.59479028,2.298345504,2.843779048
TUBB,-0.675606156,5.691072369,-7.413579888,5.57E-09,1.15E-06,10.52374515,5.266422862,5.945862072
EDF1,-0.750790162,6.263627803,-7.412021555,5.59E-09,1.15E-06,10.51902561,5.806165097,6.538105426
SRM,-0.878184922,3.686219636,-7.398514061,5.84E-09,1.19E-06,10.47810804,3.135765784,4.016491947
SLC2A4RG,-0.966567372,4.416627217,-7.381935932,6.15E-09,1.23E-06,10.42786671,3.817758226,4.775948611
FGD4,0.925826422,1.168645165,7.375181229,6.28E-09,1.24E-06,10.40738912,1.75786233,0.815114866
SCAMP3,-0.702049516,3.538248971,-7.351460822,6.77E-09,1.32E-06,10.33544678,3.097235635,3.802856972
FXYD5,-0.763861448,6.219255786,-7.334174794,7.15E-09,1.37E-06,10.28298885,5.746178679,6.503102051
ZBTB40,-0.463479305,1.590097187,-7.304214828,7.85E-09,1.38E-06,10.19200895,1.30759271,1.759599873
TRIM28,-0.650700468,4.979918781,-7.29747671,8.02E-09,1.38E-06,10.17153677,4.589494389,5.214173416
ITPR3,-0.651697507,1.322707127,-7.30808327,7.76E-09,1.38E-06,10.20376058,0.913343893,1.568325068
NMT2,-0.708079854,1.312159861,-7.299726669,7.97E-09,1.38E-06,10.17837316,0.866967486,1.579275287
BIN1,-0.774656801,3.052325758,-7.316958896,7.55E-09,1.38E-06,10.23071836,2.574473775,3.339036947
ANXA6,-0.85927128,5.181026711,-7.318620263,7.51E-09,1.38E-06,10.23576366,4.64403622,5.503221005
AES,-1.065356011,6.210743716,-7.317990179,7.52E-09,1.38E-06,10.23385022,5.554736589,6.604347992
ZAP70,-1.104652187,4.259229815,-7.30129791,7.93E-09,1.38E-06,10.18314706,3.556538251,4.680844754
IL32,-1.442420947,6.090485203,-7.289805946,8.22E-09,1.40E-06,10.14822633,5.16406094,6.646339761
RPN2,-0.535652959,4.628741172,-7.275826168,8.59E-09,1.43E-06,10.10573104,4.302564794,4.824446998
NCOA5,-0.53628408,3.272829904,-7.274549187,8.62E-09,1.43E-06,10.1018485,2.951320083,3.465735796
PPAN,-0.614100528,2.714319134,-7.255989426,9.14E-09,1.44E-06,10.04540422,2.338309692,2.9399248
CCT3,-0.6973945,3.807479849,-7.259570914,9.04E-09,1.44E-06,10.05629851,3.382166264,4.062668
MRPL9,-0.736531476,3.103007307,-7.268969211,8.78E-09,1.44E-06,10.08488156,2.635959448,3.383236022
AGFG2,-0.770671977,1.852673146,-7.258642222,9.07E-09,1.44E-06,10.05347368,1.374238798,2.139733755
BMX,1.607350428,1.674242424,7.221516301,1.02E-08,1.54E-06,9.940489443,2.691014811,1.064178991
FRY,0.617459675,1.354029924,7.215491925,1.04E-08,1.54E-06,9.922145162,1.746644097,1.118461419
TRAF3IP3,-0.691140263,4.144685194,-7.228179873,9.98E-09,1.54E-06,9.960776694,3.719671261,4.399693555
EIF3G,-0.715622326,5.174524491,-7.232335208,9.85E-09,1.54E-06,9.97342581,4.737771447,5.436576317
CALR,-0.822734457,6.149597768,-7.213578506,1.05E-08,1.54E-06,9.916318177,5.646733608,6.451316263
LIME1,-1.137913319,4.76081495,-7.214346225,1.04E-08,1.54E-06,9.918656168,4.047054549,5.18907119
SAMD8,0.625405785,1.596805727,7.197850842,1.10E-08,1.55E-06,9.868411301,1.975706337,1.369465361
MAP1LC3B,0.442717952,4.323997677,7.197574288,1.10E-08,1.55E-06,9.867568736,4.594806146,4.161512595
DDX47,-0.413208279,1.776907405,-7.19833934,1.10E-08,1.55E-06,9.869899574,1.521221649,1.930318858
UBQLN4,-0.596111081,2.56183141,-7.207886703,1.06E-08,1.55E-06,9.89898306,2.190611218,2.784563525
TPST1,1.868051755,1.992150804,7.179639667,1.16E-08,1.59E-06,9.812915227,3.160945283,1.290874116
HECW2,0.786907608,-0.037580252,7.18401963,1.15E-08,1.59E-06,9.82626494,0.45149776,-0.331027059
GTPBP6,-0.732989745,3.626976128,-7.186215869,1.14E-08,1.59E-06,9.832958304,3.167751089,3.902511151
TMCO3,0.789973198,1.600031526,7.170570561,1.20E-08,1.61E-06,9.785268702,2.088665017,1.306851432
SLMAP,0.616877687,1.027222247,7.159596187,1.24E-08,1.61E-06,9.751805587,1.406072495,0.799912099
TRPV2,-0.528530272,3.570221554,-7.166555544,1.21E-08,1.61E-06,9.773027174,3.242432736,3.766894845
SRRT,-0.5564153,3.60204306,-7.157806083,1.25E-08,1.61E-06,9.746346312,3.264395389,3.804631662
SNRPA,-0.666924265,3.856203886,-7.162232006,1.23E-08,1.61E-06,9.759843587,3.439856705,4.106012195
SUN2,-0.686454065,5.672285652,-7.164025802,1.22E-08,1.61E-06,9.765313509,5.248240038,5.92671302
ATP8B2,-0.810738874,2.762001756,-7.15473346,1.26E-08,1.61E-06,9.736975171,2.24340142,3.073161957
HIST2H2BE,1.085689196,3.666794263,7.12355319,1.39E-08,1.74E-06,9.641838298,4.313552479,3.278739333
RFTN1,-0.56826635,2.688578586,-7.124290208,1.39E-08,1.74E-06,9.64408793,2.317698675,2.911106533
HSPA8,-0.899310763,6.512452652,-7.113130598,1.44E-08,1.78E-06,9.610020664,5.95676022,6.845868111
PRPF19,-0.725368943,4.108639889,-7.098404935,1.51E-08,1.85E-06,9.565053018,3.660803562,4.377341686
BCL9L,-0.813985435,2.774242157,-7.076824961,1.61E-08,1.93E-06,9.499125589,2.26534187,3.079582328
TESPA1,-0.822031137,2.875377636,-7.0812887,1.59E-08,1.93E-06,9.512765228,2.36669335,3.180588208
UBASH3A,-0.89639703,2.20322748,-7.076579417,1.61E-08,1.93E-06,9.49837525,1.63733871,2.542760742
RCC2,-0.608394761,3.841873622,-7.064049736,1.68E-08,1.96E-06,9.460080961,3.46501068,4.067991387
AKR1B1,-0.714638828,2.822491923,-7.064803191,1.67E-08,1.96E-06,9.462384053,2.38337002,3.085965064
LFNG,-0.966178534,5.559297187,-7.06391283,1.68E-08,1.96E-06,9.459662475,4.975051617,5.909844529
ABHD15,-0.495727135,2.146094811,-7.039261356,1.82E-08,2.10E-06,9.384287441,1.83325884,2.333796393
URGCP,-0.502189409,1.1581216,-7.036686644,1.83E-08,2.10E-06,9.376412445,0.859170977,1.337491974
IL18R1,1.78751836,2.154879774,7.018008138,1.94E-08,2.12E-06,9.319268583,3.265035532,1.488786319
GADD45A,0.981892227,2.312566686,7.023514325,1.91E-08,2.12E-06,9.336116399,2.903972128,1.957723421
SZRD1,-0.263261827,4.679472081,-7.022578223,1.91E-08,2.12E-06,9.333252266,4.515606317,4.777791539
KARS,-0.43857791,4.21498081,-7.031072915,1.86E-08,2.12E-06,9.359240713,3.937600499,4.381408996
EMG1,-0.46221225,1.451086488,-7.017818604,1.94E-08,2.12E-06,9.318688609,1.165696918,1.62232023
SIT1,-1.295163299,4.438308155,-7.026734696,1.89E-08,2.12E-06,9.345969103,3.63232208,4.921899801
GBE1,0.651666113,1.398578298,7.005319958,2.02E-08,2.18E-06,9.280437332,1.800496224,1.157427542
DDX39A,-0.597577987,3.21810206,-7.003326823,2.03E-08,2.18E-06,9.27433648,2.845954009,3.44139089
CD81,-1.009470442,3.634617958,-6.991344033,2.11E-08,2.25E-06,9.237652248,2.999234431,4.015848075
DPP7,-0.942321285,4.860235823,-6.986598483,2.15E-08,2.27E-06,9.223121475,4.276860423,5.210261064
ENTPD1,0.756116713,3.786392896,6.952871944,2.39E-08,2.48E-06,9.119808046,4.251649789,3.50723876
ENO2,-0.741021765,1.829924408,-6.953653045,2.38E-08,2.48E-06,9.122201621,1.370345596,2.105671695
NUDC,-0.421300487,4.027617684,-6.948965756,2.42E-08,2.49E-06,9.107837478,3.781061886,4.175551163
OSBPL1A,0.86088604,0.420944493,6.942322416,2.47E-08,2.51E-06,9.087476576,0.956267881,0.099750461
SEC61A1,-0.410251509,4.418843802,-6.938490234,2.50E-08,2.51E-06,9.075730173,4.168867671,4.56882948
HMGA1,-0.795385603,5.380884092,-6.937362316,2.51E-08,2.51E-06,9.072272698,4.888864181,5.676096039
TRAF1,-0.854631543,2.439094352,-6.944789374,2.45E-08,2.51E-06,9.095037793,1.901923288,2.76139699
ITFG2,-0.410246685,1.679409996,-6.928675435,2.58E-08,2.54E-06,9.045641516,1.425557093,1.831721738
GRAP,-1.108145431,3.324465157,-6.931546062,2.56E-08,2.54E-06,9.054442473,2.658141845,3.724259144
KLHL2,1.179093182,2.822322905,6.92189629,2.64E-08,2.58E-06,9.024855472,3.534968534,2.394735527
APRT,-0.950106142,4.838379687,-6.909556285,2.74E-08,2.66E-06,8.987011334,4.24908811,5.191954633
GRB10,1.573553447,0.877687751,6.899573658,2.83E-08,2.67E-06,8.956389727,1.882404392,0.274857767
BAZ2B,0.66474225,0.786727031,6.900570957,2.82E-08,2.67E-06,8.959449211,1.195852994,0.541251452
COQ10A,-0.563446127,0.917493795,-6.900098057,2.82E-08,2.67E-06,8.95799847,0.576502744,1.122088426
PPP1R16B,-0.715423877,2.392614936,-6.902062968,2.81E-08,2.67E-06,8.964026244,1.949015393,2.658774662
KIF1B,0.916950916,1.125508689,6.896412964,2.86E-08,2.68E-06,8.946693027,1.699742804,0.78096822
NDUFV1,-0.622130851,3.576669712,-6.892174484,2.90E-08,2.70E-06,8.933688809,3.196745095,3.804624482
POU6F1,-0.59488553,0.849215694,-6.884336891,2.97E-08,2.75E-06,8.909639101,0.486157599,1.067050552
IDH3B,-0.456293013,4.01419283,-6.869912786,3.11E-08,2.86E-06,8.86536876,3.744440906,4.176043985
PPIB,-0.603055462,6.18199177,-6.866889016,3.14E-08,2.86E-06,8.856086622,5.811298104,6.404407969
FMNL3,-0.537550216,1.215312453,-6.862550441,3.18E-08,2.87E-06,8.842767428,0.880355548,1.416286595
FLT3LG,-0.990672482,3.57503915,-6.861739506,3.19E-08,2.87E-06,8.840277774,2.950893397,3.949526601
VEGFB,-1.018953298,3.441242917,-6.855797171,3.25E-08,2.89E-06,8.822032991,2.808189116,3.821075198
RPS28,-1.39352095,5.966386008,-6.857393333,3.24E-08,2.89E-06,8.826933903,5.097149148,6.487928124
TCP11L2,0.857083802,1.736558797,6.845838594,3.36E-08,2.96E-06,8.791452382,2.266081193,1.418845359
TMSB10,-1.046183918,10.09563141,-6.841746018,3.40E-08,2.98E-06,8.778883266,9.436850429,10.4909
FBXL16,-1.03395649,1.637006331,-6.832729709,3.50E-08,3.05E-06,8.751188903,1.027515181,2.002701021
M6PR,-0.6173344,4.859650718,-6.825992553,3.58E-08,3.07E-06,8.730492047,4.469436601,5.093779188
MRPS34,-0.697311746,4.958164098,-6.826081545,3.57E-08,3.07E-06,8.730765452,4.532310622,5.213676184
CDK4,-0.646255504,2.439821341,-6.822800145,3.61E-08,3.09E-06,8.720683899,2.038917158,2.680363851
C2orf88,0.950228327,1.189818277,6.806210071,3.81E-08,3.15E-06,8.66970417,1.746154091,0.856016789
PLXNA3,-0.577252639,0.517725343,-6.812083229,3.74E-08,3.15E-06,8.687753633,0.165986412,0.728768702
MRPS18B,-0.66371253,3.398962999,-6.807400095,3.79E-08,3.15E-06,8.673361524,2.985402794,3.647099121
RPL19,-1.11474157,7.794757727,-6.808750169,3.78E-08,3.15E-06,8.677510672,7.101331631,8.210813385
RPL10,-1.15027488,7.440453444,-6.81428138,3.71E-08,3.15E-06,8.694508511,6.726107355,7.869061097
AIP,-0.669054289,5.136209873,-6.789648107,4.01E-08,3.28E-06,8.618795204,4.726521467,5.382022916
IL21R,-0.848236525,2.03857407,-6.79111168,4.00E-08,3.28E-06,8.623294628,1.514303105,2.353136649
SMYD5,-0.720620022,1.661591142,-6.779096587,4.15E-08,3.38E-06,8.586353428,1.222299042,1.925166401
RPL18,-1.077406718,6.290314488,-6.768310725,4.30E-08,3.47E-06,8.553184792,5.623837808,6.690200496
ACSS3,0.516748434,-0.407345737,6.763575257,4.36E-08,3.50E-06,8.538620294,-0.081917746,-0.602602531
REPS2,1.206144108,1.924790735,6.75661151,4.46E-08,3.54E-06,8.51720025,2.681027723,1.471048543
ORAI1,-0.493410406,5.144418698,-6.757063127,4.45E-08,3.54E-06,8.518589474,4.847868757,5.322348662
CROCC,-0.549498207,1.439366001,-6.753565884,4.50E-08,3.55E-06,8.507831277,1.095838985,1.64548221
MCRS1,-0.331032691,3.552763633,-6.748634177,4.58E-08,3.57E-06,8.49265928,3.350522023,3.674108598
EMP3,-0.72984643,6.504510756,-6.749650224,4.56E-08,3.57E-06,8.495785171,6.059748205,6.771368286
HDAC1,-0.480235057,4.241833881,-6.744636932,4.63E-08,3.59E-06,8.480361127,3.947600409,4.418373964
GALNT7,0.642665981,1.323319234,6.742644217,4.66E-08,3.60E-06,8.47422991,1.722247847,1.083962067
IL1R1,1.221468984,1.438468963,6.727593463,4.89E-08,3.69E-06,8.427914767,2.197152123,0.983259067
TOR1AIP2,0.436573757,1.430935374,6.7283008,4.88E-08,3.69E-06,8.430091695,1.711238423,1.262753545
KMT2A,-0.389897251,0.93028115,-6.730909001,4.84E-08,3.69E-06,8.438118569,0.692236511,1.073107933
RPL28,-0.819873832,6.82929692,-6.732920518,4.81E-08,3.69E-06,8.444308878,6.324415258,7.132225917
B4GALT5,0.990026864,4.393838044,6.71653729,5.07E-08,3.72E-06,8.393884505,4.989551028,4.036410253
EXOC6,0.76860502,1.643124666,6.71737623,5.06E-08,3.72E-06,8.396466933,2.121719012,1.355968059
PHF20L1,0.60374222,1.156367715,6.72212772,4.98E-08,3.72E-06,8.411092312,1.53087201,0.931665138
CCT7,-0.580837206,4.216531265,-6.716446347,5.07E-08,3.72E-06,8.39360456,3.862627414,4.428873576
EIF3L,-0.796216489,5.587469021,-6.714252917,5.11E-08,3.72E-06,8.386852552,5.100866252,5.879430683
SKAP1,-0.991548747,3.385338668,-6.714711405,5.10E-08,3.72E-06,8.388263932,2.761376651,3.759715879
ARHGDIA,-0.522740862,6.849437718,-6.711481549,5.15E-08,3.73E-06,8.378321136,6.532541765,7.03957529
ADARB1,-0.523086367,1.133747564,-6.707046846,5.22E-08,3.77E-06,8.36466847,0.816589929,1.324042144
ZNF230,0.738614558,1.099670446,6.703170292,5.29E-08,3.79E-06,8.35273331,1.557503403,0.824970672
POLG,-0.323551577,3.289872715,-6.700083266,5.34E-08,3.79E-06,8.343228411,3.097716773,3.40516628
PIEZO1,-0.602356239,2.58405497,-6.700021084,5.34E-08,3.79E-06,8.343036949,2.203961423,2.812111097
NFATC2IP,-0.529929545,3.078077867,-6.695600838,5.42E-08,3.83E-06,8.329426246,2.74630648,3.277140699
ECHS1,-0.73589258,3.693974059,-6.693838703,5.45E-08,3.83E-06,8.324000055,3.24565153,3.962967577
KLHL8,0.988613587,1.561158039,6.687924946,5.55E-08,3.88E-06,8.305788537,2.174267231,1.193292524
GPR160,1.064559375,1.854256738,6.677142426,5.75E-08,3.98E-06,8.272579149,2.526504666,1.450907981
SURF4,-0.323970804,4.903055931,-6.676441245,5.76E-08,3.98E-06,8.270419365,4.703627243,5.022713144
HNRNPM,-0.516157405,4.422697293,-6.672599344,5.83E-08,4.01E-06,8.258585086,4.106761998,4.61225847
FKBP9,0.92958399,0.62747222,6.668329272,5.91E-08,4.03E-06,8.245431068,1.206328444,0.280158486
ARHGAP19,0.713417187,2.066794008,6.667938538,5.92E-08,4.03E-06,8.244227363,2.517020878,1.796657886
DDX24,-0.617023322,3.11798521,-6.665389349,5.97E-08,4.04E-06,8.236374083,2.748035114,3.339955268
LAT,-0.960660783,3.680968067,-6.662031783,6.03E-08,4.07E-06,8.226029966,3.065679884,4.050140977
ZFYVE16,0.653774388,1.077306769,6.658378867,6.10E-08,4.09E-06,8.214775315,1.476410654,0.837844438
TCF7,-1.162499126,3.835156751,-6.654821723,6.17E-08,4.12E-06,8.203815133,3.104992288,4.273255428
RPL3,-1.19701979,7.33126259,-6.645224119,6.37E-08,4.23E-06,8.174240268,6.590520859,7.775707629
RANGRF,-0.705429988,2.654985431,-6.642123304,6.43E-08,4.25E-06,8.164684243,2.218330785,2.91697822
FAM126B,1.024443877,2.116471102,6.638275755,6.51E-08,4.26E-06,8.152826324,2.73765764,1.74375918
NCL,-0.686242045,4.517421983,-6.639340287,6.49E-08,4.26E-06,8.156107216,4.096218757,4.770143919
PCSK7,-0.531961912,2.448385034,-6.630863563,6.66E-08,4.34E-06,8.129980478,2.112138933,2.650132695
ZNF200,0.585864636,1.61139517,6.620968569,6.88E-08,4.39E-06,8.099478254,1.997862877,1.379514546
EIF2B5,-0.385343786,2.229398026,-6.624401738,6.80E-08,4.39E-06,8.110061812,1.995006848,2.370032733
IMPDH2,-0.642504449,3.824395936,-6.622418406,6.85E-08,4.39E-06,8.103947785,3.434603345,4.05827149
H1FX,-0.879270485,6.757429971,-6.623584048,6.82E-08,4.39E-06,8.107541136,6.219263444,7.080329887
SIGIRR,-0.867510672,4.280447113,-6.615233707,7.01E-08,4.45E-06,8.081798005,3.734776889,4.607849248
KIF13A,0.85414547,1.785512589,6.608732611,7.15E-08,4.53E-06,8.061753736,2.308917112,1.471469875
EIF3D,-0.577181033,4.825848681,-6.605384569,7.23E-08,4.55E-06,8.051430282,4.471941473,5.038193006
MLEC,-0.424739825,3.003521999,-6.598417389,7.39E-08,4.63E-06,8.029945899,2.742185869,3.160323677
MDH2,-0.48018282,4.196278672,-6.591460432,7.56E-08,4.69E-06,8.008490945,3.90225874,4.372690632
LTB,-0.795678511,7.664870682,-6.592748987,7.53E-08,4.69E-06,8.012464951,7.184245054,7.953246059
SLC26A8,1.205373296,1.06522185,6.588152589,7.64E-08,4.70E-06,7.998288977,1.816594937,0.614397998
KDM7A,0.67117347,2.314606053,6.588131189,7.64E-08,4.70E-06,7.998222973,2.73603266,2.061750089
CDC37,-0.458908671,5.66744075,-6.586943171,7.67E-08,4.70E-06,7.994558802,5.392811302,5.832218419
CCDC71L,0.906887169,2.996682803,6.580812688,7.82E-08,4.75E-06,7.97564977,3.541573363,2.669748467
CDK2AP2,-0.685183086,4.82414367,-6.581346297,7.81E-08,4.75E-06,7.977295712,4.403960046,5.076253844
VDAC1,-0.45034372,3.444556953,-6.575971359,7.94E-08,4.80E-06,7.960715923,3.16964109,3.609506471
ASPH,1.094954797,0.562236328,6.572615182,8.03E-08,4.81E-06,7.950362689,1.242798282,0.153899155
IL10RA,-0.734969582,4.73137542,-6.573173632,8.01E-08,4.81E-06,7.952085446,4.264170886,5.01169814
BRAF,0.490821622,1.363055834,6.561397081,8.32E-08,4.87E-06,7.915753392,1.666071215,1.181246605
CUL1,-0.520298715,2.935024121,-6.562113329,8.30E-08,4.87E-06,7.917963261,2.607601774,3.13147753
TTC39C,-0.599629399,1.574985909,-6.561376356,8.32E-08,4.87E-06,7.915689446,1.18682475,1.807882604
LENG8,-0.655756242,5.320453435,-6.564291038,8.24E-08,4.87E-06,7.924682116,4.932037268,5.553503136
REXO4,-0.660190906,2.678422568,-6.561694826,8.31E-08,4.87E-06,7.916672038,2.262064311,2.928237523
MCTP2,0.806911198,2.402324996,6.559492724,8.37E-08,4.88E-06,7.90987769,2.900389353,2.103486382
MAP2K6,0.858797432,1.662674424,6.557452182,8.43E-08,4.89E-06,7.903581643,2.185425135,1.349023997
CHIC2,0.661004646,4.157151594,6.548844288,8.66E-08,4.91E-06,7.877020332,4.569253782,3.909890281
OSBPL9,0.44417339,2.110540582,6.553949648,8.52E-08,4.91E-06,7.892774262,2.399858502,1.936949831
POLR2G,-0.418295031,3.611514162,-6.548549877,8.67E-08,4.91E-06,7.876111821,3.354032358,3.766003244
MPI,-0.441261239,1.164660397,-6.549686738,8.64E-08,4.91E-06,7.879620004,0.891528464,1.328539557
GLOD4,-0.491681704,2.063646417,-6.548238045,8.68E-08,4.91E-06,7.875149541,1.761518346,2.244923259
SNRPB,-0.551653116,6.027704525,-6.554811077,8.50E-08,4.91E-06,7.895432323,5.690940217,6.22976311
SNX13,0.520747841,0.577984935,6.540858563,8.89E-08,5.01E-06,7.85237621,0.893742865,0.388530178
DAAM2,2.160101592,0.415560059,6.538280796,8.96E-08,5.03E-06,7.844420629,1.7815503,-0.404034086
AGFG1,0.739307135,2.840275978,6.531565515,9.15E-08,5.12E-06,7.823694515,3.302942356,2.562676152
RALGAPA2,0.742345012,2.197684629,6.525331892,9.34E-08,5.18E-06,7.804453442,2.669240257,1.914751253
ACSS1,-0.412843516,2.338433066,-6.526126875,9.31E-08,5.18E-06,7.806907364,2.090257986,2.487338114
RPL10A,-1.211800103,7.200519759,-6.516588288,9.60E-08,5.30E-06,7.777462418,6.441187219,7.656119283
