Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_N-fHP,mean_L-fHP
RTN4,0.254834089,4.333689692,3.492918222,0.001197382,0.004543275,-1.245474106,4.486460872,4.242026984
AGAP6,-0.39804614,2.127653609,-3.492975664,0.001197185,0.004543275,-1.245320999,1.866886305,2.284113992
MBD6,0.38621189,4.832194299,3.492220708,0.001199764,0.00455103,-1.247333157,5.080995768,4.682913418
HSDL1,0.210219798,1.30235371,3.49104709,0.001203784,0.004564987,-1.250460713,1.442708903,1.218140594
LCN2,1.499968222,4.302981919,3.490934127,0.001204172,0.004565166,-1.250761719,5.230142609,3.746685505
IRF2,0.251458173,5.328465256,3.489908921,0.001207695,0.004577229,-1.253493288,5.479889508,5.237610705
TELO2,-0.343095233,2.017963488,-3.489687946,0.001208456,0.004577525,-1.254082001,1.810509478,2.142435894
CD8A,-1.132668743,4.607004484,-3.48971187,0.001208373,0.004577525,-1.254018264,3.842921302,5.065454393
CLK4,0.426056449,1.410969416,3.489366251,0.001209564,0.004580429,-1.254939013,1.653149256,1.265661511
H3F3A,0.322562553,8.144427567,3.488899041,0.001211175,0.004583942,-1.256183616,8.330396377,8.032846281
UBE2Q1,-0.121776761,3.860050587,-3.488947995,0.001211006,0.004583942,-1.256053211,3.784220556,3.905548606
GPD2,0.275604319,1.098152416,3.48812659,0.001213843,0.004592745,-1.258241161,1.280121526,0.988970949
GPR155,0.33582426,2.401928935,3.487775155,0.001215059,0.004596049,-1.259177186,2.601021705,2.282473273
ARHGEF17,0.392813041,-0.607166595,3.486902086,0.001218085,0.004605591,-1.26150234,-0.38134137,-0.742661729
GAR1,-0.286787943,1.756114209,-3.486849168,0.001218269,0.004605591,-1.261643262,1.579921286,1.861829964
UPP1,0.550843121,3.771545807,3.486134922,0.00122075,0.00461237,-1.263545199,4.105980403,3.570885048
CALHM2,-0.473260138,3.64194183,-3.486218311,0.00122046,0.00461237,-1.263323158,3.325774202,3.831642407
IFIT1B,1.085115146,2.506405003,3.484683185,0.001225807,0.004630175,-1.267410355,3.120766659,2.137788009
NEK7,0.623242924,2.386120509,3.484316522,0.001227088,0.004633707,-1.268386441,2.755099191,2.1647333
CORO1C,0.348982218,3.838122395,3.48342793,0.001230197,0.004642013,-1.270751722,4.062449508,3.703526127
NUDT11,-0.213004326,-0.768066589,-3.483391132,0.001230325,0.004642013,-1.270849664,-0.904364641,-0.686287758
RPL23,-0.821548778,4.374395951,-3.4834092,0.001230262,0.004642013,-1.270801574,3.838468237,4.695952579
MTO1,-0.199832741,0.769089182,-3.483071093,0.001231447,0.004643632,-1.271701472,0.642121646,0.845269703
OBSCN,-0.202208635,-0.292098143,-3.483137861,0.001231213,0.004643632,-1.271523767,-0.40688935,-0.223223419
C16orf95,-0.215006565,-0.657605028,-3.482793542,0.001232421,0.004645997,-1.272440163,-0.789531435,-0.578449184
C1orf35,-0.276149446,1.502639796,-3.481841608,0.001235765,0.004657296,-1.274973465,1.337856239,1.601509931
CCDC153,0.520896922,0.380651037,3.481152498,0.001238192,0.00466513,-1.276807111,0.729265075,0.171482615
ABHD3,0.457054222,2.640354653,3.48009852,0.001241912,0.004677833,-1.279611269,2.911194008,2.47785104
MSANTD2,-0.371983451,0.794229582,-3.479863456,0.001242743,0.004679649,-1.28023661,0.55192492,0.939612379
BCORL1,0.478164274,1.400449789,3.479750282,0.001243143,0.004679843,-1.280537676,1.717220865,1.210387143
ANKS6,-0.25365313,-0.113650475,-3.478409834,0.001247895,0.00469536,-1.284103183,-0.262028115,-0.024623891
METTL2A,-0.314553597,0.796579969,-3.478291346,0.001248315,0.00469536,-1.28441832,0.5884727,0.921444331
TMEM229B,-0.395800839,1.94180707,-3.478314589,0.001248233,0.00469536,-1.2843565,1.684654496,2.096098614
ZC3HC1,-0.258141838,1.18311354,-3.477349678,0.001251665,0.004706638,-1.286922626,1.022467452,1.279501193
METTL5,-0.397055279,0.978403669,-3.476783711,0.001253682,0.004712902,-1.288427611,0.716877076,1.135319625
TENM1,0.385481044,-0.548762936,3.476320743,0.001255334,0.004717791,-1.289658614,-0.321865741,-0.684901254
SERINC3,0.27767744,4.583089269,3.47608241,0.001256186,0.00471843,-1.290292291,4.755696162,4.479525133
DCAF4,-0.280048299,0.216548876,-3.476076267,0.001256208,0.00471843,-1.290308626,0.049597756,0.316719547
CASP9,0.272836281,1.861184623,3.475795592,0.001257211,0.004720877,-1.291054853,2.038852117,1.754584127
OGFOD3,-0.257359867,1.443483022,-3.475640488,0.001257766,0.004721638,-1.291467212,1.286917847,1.537422127
FAM219B,-0.254489138,2.434329296,-3.474134835,0.001263164,0.004740576,-1.295469653,2.285880884,2.523398344
PROSER2,0.372602235,0.239187295,3.473595178,0.001265104,0.00474653,-1.296903992,0.458430694,0.107641256
ADAT1,0.304936376,1.028238329,3.473427307,0.001265708,0.004747468,-1.297350148,1.220670423,0.912779072
DNAAF5,-0.212759304,0.753029468,-3.473061464,0.001267026,0.004749754,-1.29832242,0.620586457,0.832495275
ZNF329,-0.317990669,1.03147283,-3.473152176,0.001266699,0.004749754,-1.298081348,0.840629884,1.145978597
SETD7,0.238318074,0.506061002,3.472187099,0.00127018,0.004759346,-1.300645939,0.654018326,0.417286608
TSPAN31,-0.203842409,1.695581871,-3.472155484,0.001270294,0.004759346,-1.300729945,1.573057093,1.769096738
ADGRG5,-0.625152749,1.889988824,-3.471789863,0.001271616,0.004762966,-1.301701445,1.498683632,2.124771938
ZNF292,0.361059479,0.728454398,3.471222692,0.001273668,0.00476799,-1.30320838,0.939922212,0.60157371
LCMT2,-0.19872162,0.338480219,-3.471309964,0.001273352,0.00476799,-1.302976511,0.216939849,0.411404441
RPS17,-0.876556804,4.860522133,-3.47065648,0.00127572,0.004774339,-1.304712639,4.297806752,5.198151361
FOXJ2,0.329984668,2.471303375,3.470451399,0.001276464,0.004775791,-1.30525745,2.684814099,2.343196941
PORCN,-0.368816729,1.348706854,-3.469199626,0.001281014,0.00479148,-1.30858249,1.116784669,1.487860164
EXOSC1,-0.261457619,1.92748732,-3.469014424,0.001281689,0.004792666,-1.309074382,1.764136591,2.025497758
S100A12,0.880908882,8.322325381,3.468256962,0.001284451,0.004801657,-1.311086044,8.863092218,7.997865278
RBM34,-0.310626092,2.513439704,-3.466785224,0.001289835,0.004820439,-1.314994022,2.320100703,2.629443105
F12,0.471961164,0.679113011,3.464486989,0.001298285,0.004850668,-1.321094912,0.995309327,0.489395221
MRPL3,-0.421282552,2.659382831,-3.463885466,0.001300505,0.004857611,-1.322691364,2.395077701,2.817965909
TRAPPC3L,0.393775536,-0.441022139,3.463749711,0.001301007,0.004858131,-1.323051641,-0.213037464,-0.577812944
RAB32,0.401026563,4.484534769,3.463492129,0.001301959,0.004859378,-1.323735211,4.736802738,4.333173988
WBP2,0.372004333,5.99533808,3.463463447,0.001302065,0.004859378,-1.323811325,6.233750523,5.852290615
FOXN2,0.433131692,2.187651081,3.463203898,0.001303026,0.004861609,-1.324500086,2.437581085,2.037693078
SIRPA,0.458616539,5.883918515,3.462865742,0.001304278,0.004864928,-1.325397404,6.153728465,5.722032546
SMIM5,0.82673258,0.983853558,3.462584256,0.001305321,0.004867217,-1.326144307,1.467080387,0.693917461
CMTM2,0.593621053,5.911644617,3.462504351,0.001305617,0.004867217,-1.326356327,6.288272821,5.685667694
UBASH3B,0.320902385,1.421517749,3.46160024,0.001308974,0.00487702,-1.328755085,1.623725535,1.300193077
TRAF3,-0.317013087,1.744473054,-3.461689582,0.001308642,0.00487702,-1.328518058,1.544617117,1.864386617
SLC4A3,-0.172546244,-0.767615859,-3.461410651,0.001309679,0.004878291,-1.329258054,-0.874011909,-0.703778229
KBTBD2,0.355413016,3.201963207,3.460747193,0.001312149,0.004884778,-1.331018062,3.417265772,3.072781668
SNRNP48,0.23871663,1.021035041,3.46075636,0.001312115,0.004884778,-1.330993744,1.175736272,0.928214302
TMEM45B,0.717211203,1.04818807,3.460390749,0.001313478,0.004888368,-1.331963555,1.492541041,0.781576288
FAU,-0.623924979,5.947941698,-3.459945046,0.001315141,0.004893201,-1.333145745,5.564987097,6.177714458
POGK,-0.186851882,2.049711071,-3.459639248,0.001316284,0.004896093,-1.333956802,1.936059904,2.117901772
POMK,0.317607958,-0.489013629,3.459221902,0.001317844,0.004900539,-1.335063655,-0.281408072,-0.613576963
FBXO34,0.214478744,1.839374898,3.45756315,0.001324064,0.004922305,-1.339462176,1.967267319,1.762639446
DMPK,-0.446294723,1.347717975,-3.456811231,0.001326893,0.004931455,-1.341455681,1.056509369,1.522443138
GTF3A,-0.462309058,4.322686983,-3.456240195,0.001329046,0.004938086,-1.342969473,4.030511992,4.497991977
FAM136A,-0.336535989,1.901775452,-3.455781196,0.001330778,0.004943153,-1.344186166,1.689437085,2.029178472
RASSF3,0.383624053,5.784178827,3.455289676,0.001332636,0.004946716,-1.345488968,6.022002732,5.641484484
FAM120C,-0.144649158,-0.355426601,-3.455234666,0.001332844,0.004946716,-1.34563477,-0.434164121,-0.308184089
OLIG2,-0.835590028,0.623399791,-3.455273638,0.001332696,0.004946716,-1.345531476,0.126261632,0.921682686
HINT2,-0.356514544,1.586770261,-3.455018586,0.001333661,0.004948381,-1.346207468,1.36615128,1.71914165
BEX4,-0.550072526,2.887886983,-3.454442499,0.001335843,0.004955106,-1.347734235,2.545263379,3.093461145
FAM219A,0.248095535,2.379883924,3.454143971,0.001336975,0.004957934,-1.348525353,2.541994541,2.282617554
CYYR1,0.375202584,-0.548688158,3.45277736,0.001342169,0.004974444,-1.352146504,-0.3227065,-0.684277153
LMAN2,-0.16555819,5.925803285,-3.452872086,0.001341808,0.004974444,-1.351895529,5.831669052,5.982283824
CLEC1B,0.437351201,-0.042166155,3.45217588,0.001344461,0.004980187,-1.353740024,0.200533679,-0.187786056
ZNF146,-0.410719568,2.283940301,-3.452222358,0.001344284,0.004980187,-1.353616894,2.022478384,2.440817451
NKRF,-0.205612865,0.866033288,-3.451696228,0.001346292,0.004985591,-1.355010678,0.731738747,0.946610013
METAP1D,-0.267007788,-0.023907722,-3.451390442,0.00134746,0.00498854,-1.355820693,-0.197995894,0.080545181
THAP4,-0.326030542,2.593682679,-3.451037087,0.001348811,0.004992164,-1.356756668,2.400460042,2.709616261
SLC6A8,1.152034802,3.807632852,3.450610927,0.001350442,0.004996823,-1.357885427,4.476170548,3.406510234
ZCCHC2,0.625245426,1.863294848,3.450422906,0.001351163,0.00499811,-1.358383409,2.220592888,1.648916024
PICALM,0.365319058,5.311304028,3.449749967,0.001353744,0.005006277,-1.360165605,5.535482607,5.176796881
TMOD2,0.380502012,1.134623655,3.448589021,0.001358208,0.005018634,-1.363239794,1.359228992,0.999860453
SEC24D,0.357836715,1.489451266,3.448620639,0.001358086,0.005018634,-1.363156078,1.708388174,1.358089121
LRPAP1,0.310174207,3.89974195,3.448655126,0.001357953,0.005018634,-1.363064763,4.088757119,3.786332848
ALOX15,-1.059751531,2.109354343,-3.448253688,0.0013595,0.005022025,-1.364127658,1.455467506,2.501686445
CACNB1,-0.353533098,0.580153719,-3.448074303,0.001360191,0.005023196,-1.364602597,0.35460357,0.715483808
NABP1,0.62530368,2.944738408,3.447532413,0.001362283,0.005029508,-1.366037227,3.337967181,2.708801144
SLC22A1,0.586770069,0.630499909,3.447340137,0.001363026,0.005029508,-1.36654624,1.002153386,0.407507823
MBTPS1,-0.217966042,2.102787297,-3.447415387,0.001362735,0.005029508,-1.366347032,1.969956563,2.182485738
HELZ2,0.643964931,2.973421171,3.445688173,0.001369424,0.005051727,-1.370918886,3.360519744,2.741162028
MFSD6,-0.174514439,1.26892938,-3.444797287,0.001372886,0.005063107,-1.373276548,1.145406857,1.343042894
KLF3,0.410120882,3.769995323,3.443894436,0.001376403,0.005073289,-1.375665547,4.011464263,3.625113959
RTCA,-0.228303445,2.392873008,-3.443945364,0.001376205,0.005073289,-1.375530799,2.247023982,2.480382423
SKIL,0.371240555,0.560042348,3.443636523,0.00137741,0.005074209,-1.376347943,0.784279573,0.425500014
SLC35A5,0.263955059,1.95448061,3.443722269,0.001377075,0.005074209,-1.376121076,2.126936818,1.851006886
RBM4,-0.184080745,4.092861154,-3.442833038,0.001380549,0.005084379,-1.378473655,3.986014579,4.156969099
SIAE,0.206970495,0.225471787,3.442413195,0.001382193,0.005089034,-1.379584293,0.345869657,0.153233066
PQLC3,-0.443063227,3.326796967,-3.441413821,0.001386112,0.005102063,-1.382227719,3.034149959,3.502385172
SLC25A17,-0.212201593,0.905383341,-3.440212434,0.001390837,0.005118052,-1.385404952,0.773408988,0.984567952
ZNF696,-0.266760706,0.959466573,-3.439807516,0.001392433,0.00512252,-1.386475681,0.790463032,1.060868698
NCDN,-0.28038687,1.721913122,-3.43905993,0.001395385,0.005131971,-1.388452358,1.561705784,1.818037525
TMEM65,0.321925854,1.142604212,3.438511251,0.001397555,0.005138543,-1.389902965,1.330732577,1.029727194
MXI1,0.9572853,4.203507238,3.438161284,0.001398941,0.005142228,-1.39082815,4.75132148,3.874818693
FAM98A,-0.266855574,1.132694805,-3.438045891,0.001399398,0.0051425,-1.391133196,0.961221275,1.235578923
CREG1,0.438811142,4.594872404,3.437761587,0.001400525,0.005145232,-1.391884743,4.851222817,4.441062156
C14orf93,0.305277486,1.887932663,3.437467097,0.001401693,0.005148114,-1.392663183,2.077304072,1.774309819
CD160,-0.730241952,1.109196218,-3.436582285,0.00140521,0.005159616,-1.395001834,0.595108529,1.417648831
CD40,-0.65511805,1.796112789,-3.436435449,0.001405794,0.005160349,-1.395389906,1.407101801,2.029519382
CYP4V2,-0.336445923,0.579327568,-3.435921678,0.00140784,0.005166447,-1.396747681,0.365856731,0.70741007
TSPAN5,0.849798611,2.452955037,3.435332183,0.001410192,0.00517366,-1.398305443,2.933273804,2.164763777
SEC11C,-0.472314924,1.454644433,-3.434620969,0.001413034,0.00518267,-1.400184668,1.161277497,1.630664595
MPST,0.338220032,2.360948827,3.433508782,0.001417489,0.005197589,-1.403122961,2.577757972,2.230863341
WNT7A,-0.30666024,-0.310309737,-3.433275376,0.001418426,0.005199603,-1.403739534,-0.493252741,-0.200543935
ENKD1,0.384642147,1.423550182,3.432052493,0.001423343,0.005216203,-1.406969582,1.671955869,1.27450677
TANGO2,0.419881292,3.967777982,3.431739682,0.001424604,0.005219396,-1.407795723,4.225373884,3.813220441
RBL1,-0.316854267,0.325606835,-3.430981394,0.001427664,0.005229179,-1.409798216,0.140184308,0.436860352
TSNAX,0.379345245,1.665444952,3.430483479,0.001429676,0.005232265,-1.411112987,1.893543828,1.528585626
ITGA7,0.290787488,-0.620209077,3.430486657,0.001429664,0.005232265,-1.411104596,-0.452235729,-0.720993086
CD79A,-1.563499406,5.419622123,-3.430548115,0.001429415,0.005232265,-1.410942318,4.489554493,5.977662702
NUP50,0.299733028,3.476041604,3.430219838,0.001430743,0.005233313,-1.411809104,3.658910625,3.366320191
ATG13,0.200341821,3.472110534,3.430300723,0.001430416,0.005233313,-1.41159554,3.605357024,3.39216264
NUP153,0.319729693,2.647517656,3.429611156,0.001433209,0.005240903,-1.413416159,2.845222891,2.528894515
TSPAN2,0.648176666,2.903577081,3.429361974,0.00143422,0.00524317,-1.414074012,3.294516095,2.669013672
EPCAM,0.242323426,-0.850306,3.428329441,0.001438415,0.005257073,-1.416799678,-0.683089487,-0.950635908
HELZ,0.221438809,1.236064686,3.427738194,0.001440822,0.005264437,-1.418360251,1.377143216,1.151417568
ANKRD22,1.186773954,2.31943966,3.427016576,0.001443766,0.005273756,-1.420264736,3.007277817,1.906736766
RNF11,0.684476628,3.788185622,3.426420789,0.001446201,0.005280363,-1.421836973,4.171945327,3.557929799
C6orf226,-0.356780954,2.595942717,-3.426381315,0.001446362,0.005280363,-1.421941136,2.368935992,2.732146751
TIMM22,-0.283458642,1.715250943,-3.425902141,0.001448323,0.005286084,-1.423205525,1.530951625,1.825830533
DNM3,0.210251438,-0.595977166,3.422780336,0.001461162,0.005330044,-1.431440701,-0.469985644,-0.671572079
SLC39A13,-0.247110914,2.272715267,-3.422843116,0.001460903,0.005330044,-1.431275129,2.123275482,2.362379139
SCYL3,0.239216138,1.744151572,3.422120924,0.001463888,0.005338535,-1.433179688,1.878904531,1.663299797
CEP85,-0.285549138,0.830410188,-3.420779817,0.001469447,0.005357351,-1.436715885,0.65649465,0.934759512
CSK,-0.264543181,6.477753082,-3.420031716,0.001472557,0.005367229,-1.438688139,6.323132973,6.570525148
SRRM2,-0.383866578,4.737330454,-3.419716108,0.001473871,0.005370559,-1.439520123,4.520482538,4.867439203
PADI2,0.835481934,5.191906973,3.419313449,0.001475548,0.005375212,-1.440581525,5.722233503,4.873711056
CFAP45,0.637495326,1.206160311,3.416299324,0.001488166,0.005419703,-1.448524602,1.619827236,0.957960156
FLYWCH1,-0.414561856,2.082633967,-3.415316261,0.001492303,0.005433296,-1.451114447,1.831714467,2.233185666
FUNDC2,0.463520253,1.752410458,3.414686025,0.001494961,0.005441497,-1.452774576,2.038306665,1.580872733
POLDIP3,-0.19668684,4.293349622,-3.412969282,0.001502225,0.005466257,-1.457295886,4.174921533,4.364406476
COG1,-0.219692651,2.111412195,-3.412885982,0.001502579,0.005466257,-1.457515237,1.981527575,2.189342967
THNSL1,-0.362302394,0.060156158,-3.412665618,0.001503514,0.005468175,-1.458095505,-0.165558502,0.195584955
PFDN6,-0.352583494,1.94243772,-3.412334138,0.001504921,0.005471811,-1.458968329,1.724756306,2.073046569
MRPS12,-0.402535221,2.502434513,-3.411868275,0.001506902,0.005477527,-1.460194923,2.258422623,2.648841648
DOK4,0.562708215,0.631505074,3.411501863,0.001508461,0.00548171,-1.461159602,0.967620887,0.429835586
FAM210B,0.96745178,5.851207216,3.41081814,0.001511375,0.005490811,-1.462959545,6.404020849,5.519519036
NFYA,0.296655632,2.494099661,3.410618386,0.001512227,0.00549242,-1.463485374,2.676498376,2.384660431
MYO19,-0.23693611,0.303283468,-3.409782295,0.0015158,0.005503905,-1.465686103,0.163475049,0.387168519
BLZF1,0.345241415,1.378162918,3.409467985,0.001517145,0.005507298,-1.466513345,1.590903228,1.250518731
DUSP7,-0.320130496,2.872531078,-3.409174035,0.001518404,0.005510377,-1.467286964,2.653801875,3.0037686
ING1,0.285273831,2.126676913,3.408568603,0.001521,0.005518306,-1.468880233,2.304793182,2.019807151
RUNDC3A,1.052267298,2.998086147,3.408083067,0.001523086,0.005522883,-1.47015787,3.628863524,2.619619721
FAM53B,-0.331054582,4.151062777,-3.408166811,0.001522726,0.005522883,-1.469937514,3.960654392,4.265307808
GNA11,-0.349129461,0.212219898,-3.407643933,0.001524974,0.005528236,-1.471313322,0.011515031,0.332642819
KLF6,0.392559377,5.148896314,3.40725088,0.001526666,0.005532634,-1.47234746,5.376930485,5.012075811
CARNS1,-0.591709928,0.737561907,-3.4070748,0.001527424,0.005532634,-1.472810711,0.400401851,0.939857941
CNR2,-0.854390071,1.865487938,-3.407123988,0.001527212,0.005532634,-1.472681304,1.370886729,2.162248663
ABCC6,0.260208451,-0.226156799,3.406417384,0.00153026,0.005539995,-1.474540207,-0.043143358,-0.335964863
SMARCD2,-0.157246687,4.578048212,-3.406253389,0.001530968,0.005539995,-1.474971609,4.490985548,4.630285811
TRNAU1AP,-0.214304151,1.422923781,-3.406337209,0.001530606,0.005539995,-1.474751114,1.294139266,1.50019449
MIPEP,-0.262895874,0.124053248,-3.406220775,0.001531109,0.005539995,-1.475057401,-0.03099851,0.217084302
RABEP2,-0.491978212,2.097470962,-3.405797332,0.001532939,0.00554512,-1.476171243,1.809508748,2.270248291
PLCL1,0.264625336,-0.339938526,3.405416578,0.001534586,0.005549582,-1.477172731,-0.175917117,-0.438351371
ANPEP,0.596056464,6.079756635,3.404959005,0.001536568,0.005555251,-1.478376198,6.475239578,5.842466869
ZNF570,-0.252109384,-0.078215279,-3.404553325,0.001538327,0.005560112,-1.479443107,-0.238087885,0.017708285
DOLPP1,-0.270856845,1.763573969,-3.403396557,0.001543353,0.005576777,-1.48248495,1.581025706,1.873102927
GUCD1,0.334575806,4.683421671,3.403167527,0.00154435,0.005578876,-1.483087144,4.881893168,4.564338774
RPS29,-0.865335655,3.571547017,-3.403047663,0.001544872,0.00557926,-1.483402296,3.019531462,3.90275635
ARHGEF37,0.4528379,-0.426763213,3.402837813,0.001545787,0.005581059,-1.483954029,-0.160652072,-0.586429898
DUSP18,0.333339705,1.746611203,3.402611902,0.001546772,0.005583113,-1.484547969,1.965903429,1.615035867
ASPSCR1,-0.281035574,1.024245229,-3.402390582,0.001547737,0.005585095,-1.485129818,0.852660761,1.12719591
NR3C1,0.31343415,2.617720599,3.402265192,0.001548284,0.005585567,-1.48545946,2.812934476,2.500592273
SAMD3,-0.556293148,1.72414357,-3.402091262,0.001549044,0.005586804,-1.485916699,1.344743873,1.951783388
TOR3A,-0.281677525,2.572700772,-3.401854898,0.001550076,0.005589025,-1.486538048,2.4105068,2.670017155
POLR3C,-0.19022874,2.507265578,-3.401146063,0.001553177,0.0055987,-1.48840128,2.390181199,2.577516206
TNFRSF1A,0.362142326,6.702550427,3.398695824,0.001563941,0.005635986,-1.494840345,6.918143832,6.573194384
MDN1,-0.225320865,0.113918957,-3.398422158,0.001565148,0.005638819,-1.495559366,-0.032849444,0.201979997
MZB1,-1.018001606,1.555714767,-3.396779742,0.001572408,0.005663455,-1.49987395,0.936209537,1.927417905
JCHAIN,-1.303015108,3.26027924,-3.3959118,0.001576258,0.005675797,-1.502153563,2.42326679,3.762486709
STAG1,0.238381648,1.734071523,3.395483082,0.001578163,0.005681131,-1.503279456,1.890630916,1.640135887
ALG2,-0.26903148,2.166800366,-3.394161003,0.001584051,0.005700798,-1.506751002,1.990970506,2.272298282
SNAP29,0.261485235,3.026481804,3.393888166,0.001585269,0.00570212,-1.507467335,3.185512855,2.931063173
CYB561,-0.495113838,2.011034714,-3.393982142,0.001584849,0.00570212,-1.507220604,1.663541973,2.219530359
LSM11,-0.192412786,-0.090430013,-3.393488312,0.001587055,0.005707015,-1.508517093,-0.215631691,-0.015309006
RFX2,0.690362929,1.986996335,3.393229676,0.001588211,0.005708113,-1.50919607,2.416181418,1.729485285
ATG16L2,0.363015474,5.265046282,3.393313465,0.001587837,0.005708113,-1.508976108,5.504129378,5.121596424
SEC14L1,0.534629964,5.049461461,3.393120704,0.001588699,0.005708336,-1.509482137,5.387067478,4.846897851
RAP2C,0.423014194,2.906628233,3.392783473,0.001590208,0.005712229,-1.510367385,3.16133931,2.753801587
ACOT2,-0.326671203,1.139951419,-3.392028435,0.001593593,0.005722855,-1.512349226,0.944752603,1.257070708
ZDHHC13,0.201525821,0.412272302,3.391538922,0.001595791,0.005729214,-1.513633985,0.539559665,0.335899885
RBM6,-0.268948062,3.021319923,-3.391179152,0.001597408,0.005733486,-1.51457816,2.863445103,3.116044814
SUPT4H1,0.174499877,5.376265731,3.390835146,0.001598956,0.005737507,-1.515480916,5.486711995,5.309997972
ELMOD2,0.35887208,1.085292985,3.389982392,0.0016028,0.005748222,-1.517718539,1.306145222,0.952781642
DIMT1,-0.273775481,1.103675363,-3.389991458,0.001602759,0.005748222,-1.51769475,0.934888493,1.204947484
ME2,0.248200025,2.548721208,3.389836756,0.001603457,0.005749042,-1.518100656,2.697371429,2.459531075
AP3M2,-0.250137368,0.681666836,-3.388861885,0.001607863,0.0057633,-1.520658284,0.521393285,0.777830967
WDR18,-0.393661513,2.668164812,-3.388334372,0.001610252,0.005770321,-1.522042077,2.428864595,2.811744942
KLF1,1.059284925,3.301213774,3.387690558,0.001613173,0.005779242,-1.523730801,3.919471636,2.930259058
OLR1,0.852057737,0.195924576,3.387413185,0.001614432,0.005782211,-1.524458297,0.716323291,-0.116314654
GEMIN2,-0.323974058,0.003857262,-3.387228388,0.001615272,0.005783674,-1.524942968,-0.198267378,0.125132046
PSD,-0.282417967,-0.481828585,-3.38326009,0.001633407,0.005845488,-1.53534724,-0.655615515,-0.377556426
TRMT61A,-0.378356114,1.659613217,-3.383275392,0.001633337,0.005845488,-1.535307131,1.423184439,1.801470484
RGS2,0.595183972,7.800375767,3.381324249,0.001642324,0.005875833,-1.54042034,8.172279754,7.577233375
FLI1,0.316244294,4.234367399,3.381217583,0.001642817,0.005876028,-1.540699824,4.42145998,4.12211185
DCP1B,-0.323732163,1.249520075,-3.380694686,0.001645234,0.005883105,-1.542069845,1.056109297,1.365566542
CCDC65,-0.534852455,0.38847351,-3.380429109,0.001646463,0.005885931,-1.54276563,0.025788163,0.606084718
GOLGA3,-0.176656515,2.100653986,-3.378947535,0.001653336,0.005908925,-1.54664666,1.995976819,2.163460286
JMJD6,0.304828769,2.197863367,3.378773849,0.001654143,0.005910236,-1.547101576,2.394991815,2.079586298
EID2,-0.336291625,2.073163494,-3.378101918,0.001657271,0.005919833,-1.548861371,1.862347487,2.199653098
RASA2,0.452534494,2.094102497,3.377779795,0.001658772,0.005923618,-1.549704946,2.364605937,1.931800432
TMED4,-0.230741403,3.681208655,-3.377616503,0.001659534,0.00592476,-1.55013256,3.54190396,3.764791472
TIGD5,-0.347908635,1.110709791,-3.37532455,0.001670257,0.005961459,-1.55613332,0.903713998,1.234907267
CALCOCO1,0.221060318,3.49267206,3.374928938,0.001672115,0.005966502,-1.557168885,3.650406974,3.398031112
ITGAL,-0.41725845,5.417049983,-3.374538135,0.001673952,0.005971469,-1.558191795,5.152051958,5.576048798
MUTYH,-0.310903241,1.240024014,-3.37440398,0.001674583,0.005972131,-1.558542926,1.053674092,1.351833967
MUM1,-0.242039294,0.935558923,-3.374245051,0.001675331,0.005973211,-1.558958889,0.791019742,1.022282431
ADCK2,-0.316447915,2.234090165,-3.373317906,0.001679701,0.005987198,-1.561385287,2.03749541,2.352047018
NFIX,0.943583199,2.792978235,3.37282593,0.001682024,0.005989112,-1.562672671,3.346591659,2.460810181
MAP3K7CL,0.623670769,2.094294827,3.372999099,0.001681206,0.005989112,-1.56221954,2.443173384,1.884967692
GNL3,-0.450380651,2.025895763,-3.372877035,0.001681782,0.005989112,-1.562538945,1.730698297,2.203014243
PBX4,-0.455691832,1.098379862,-3.373104314,0.001680709,0.005989112,-1.561944217,0.811611096,1.270441122
AIMP1,-0.395295972,2.284774354,-3.372626132,0.001682968,0.005990884,-1.563195467,2.0212103,2.442912786
DDX59,0.301930928,1.627082118,3.372349024,0.001684279,0.005993958,-1.563920525,1.803157645,1.521436801
ZBTB43,0.19274223,0.895506677,3.372038653,0.001685747,0.005997594,-1.564732577,1.019179923,0.821302729
KLHL12,0.229675159,2.758141187,3.370731195,0.001691949,0.006018062,-1.568152963,2.891871414,2.677903052
TTC4,-0.234439095,1.750159662,-3.369924968,0.001695784,0.006028505,-1.570261742,1.602634532,1.83867474
MRM1,-0.396594271,1.393983505,-3.370015226,0.001695354,0.006028505,-1.570025675,1.150232891,1.540233874
ARID5A,0.35331861,4.799575071,3.369732816,0.001696699,0.006030161,-1.570764298,5.022833874,4.665619789
SEC31B,-0.314880474,1.049163915,-3.368404827,0.001703037,0.006051084,-1.574237102,0.866460478,1.158785977
FGFR1OP,0.277562712,0.347611788,3.368053258,0.001704719,0.006053426,-1.575156361,0.518699289,0.244959288
UPF3A,-0.328549692,1.668218703,-3.367984031,0.00170505,0.006053426,-1.575337364,1.468312167,1.788162624
TRIM14,-0.343926095,3.229807501,-3.368135697,0.001704325,0.006053426,-1.57494081,2.999292822,3.368116308
EVI2B,0.346370086,8.523244426,3.367690111,0.001706458,0.006056819,-1.576105839,8.745892746,8.389655433
FAM204A,0.229227635,0.636011015,3.367180985,0.001708898,0.006062906,-1.577436898,0.779561066,0.549880984
FTSJ3,-0.257528992,2.251284002,-3.367143836,0.001709077,0.006062906,-1.577534017,2.093475421,2.345969151
