Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_N-fHP,mean_L-fHP
RHOBTB2,-0.752285601,4.125883883,-3.141542573,0.004102274,0.016694646,-2.362581553,3.489334528,4.241620129
RAI1,0.643565622,1.25043763,3.140759595,0.004110242,0.016721019,-2.364398305,1.794993156,1.151427534
ARHGEF4,0.940775244,1.027291202,3.140381089,0.004114099,0.016732424,-2.365276484,1.823331793,0.882556549
B3GALT1,0.267731039,-0.71164986,3.13949591,0.004123133,0.016764873,-2.367330021,-0.485108211,-0.75283925
GP2,0.779107765,-0.71134408,3.13888296,0.004129399,0.016786056,-2.368751858,-0.052099048,-0.831206813
ALDH1A1,-0.852567702,0.135099866,-3.138210728,0.004136283,0.016809735,-2.370311071,-0.586303574,0.266264128
WDR7,0.387414542,0.831998326,3.137498764,0.004143585,0.016835103,-2.371962274,1.15981063,0.772396089
LONP2,-0.343039164,2.906570476,-3.136009665,0.004158898,0.016892996,-2.375415289,2.616306568,2.959345732
CXCR6,-1.023281291,0.208517684,-3.135843146,0.004160613,0.016895644,-2.37580138,-0.657335716,0.365945574
RANBP6,-0.497212168,2.633251765,-3.134450445,0.00417499,0.01694969,-2.379030122,2.212533777,2.709745944
SIGMAR1,1.168979677,2.59997771,3.131869073,0.004201762,0.017050463,-2.385012904,3.58911436,2.420134683
GPR55,0.412275746,0.028870955,3.131850146,0.004201959,0.017050463,-2.385056763,0.377719664,-0.034556082
MRPL54,1.190710135,1.96313355,3.131712415,0.004203392,0.017051921,-2.385375916,2.97065751,1.779947375
GRIN2D,0.497914483,-0.402135405,3.131506887,0.004205532,0.017056244,-2.385852157,0.01917685,-0.478737633
VCX3A,0.720498352,-0.553961854,3.13110484,0.00420972,0.017064514,-2.386783723,0.055690598,-0.664807755
WSCD2,0.611297633,-0.345229697,3.131114347,0.004209621,0.017064514,-2.386761697,0.172022146,-0.439275487
CDC123,0.873531909,3.391580652,3.129582458,0.004225615,0.017124576,-2.390310691,4.130723036,3.257191127
EIF4A2,-0.391498837,6.603137152,-3.128689011,0.00423497,0.01715811,-2.39238022,6.271868905,6.663367742
DDX19B,-0.282615036,3.864359186,-3.128283041,0.004239227,0.017169747,-2.393320498,3.625223386,3.907838422
GID8,-0.758502519,0.265794382,-3.128208974,0.004240004,0.017169747,-2.39349204,-0.376015442,0.382487077
PAQR6,0.982075199,0.60954717,3.127510361,0.004247342,0.017195075,-2.39510997,1.440533877,0.458458678
RETSAT,0.730738055,3.489359514,3.127048602,0.004252198,0.017205964,-2.396179279,4.10767633,3.376938275
CHERP,0.461252173,2.455318761,3.127102025,0.004251636,0.017205964,-2.396055568,2.845609061,2.384356888
SH3BP5,1.193973241,3.009782649,3.126916494,0.004253588,0.017207205,-2.396485191,4.020067699,2.826094458
TBP,0.764010559,3.22213359,3.126032434,0.004262904,0.017240498,-2.398532195,3.868604063,3.104593504
TAF5L,-0.385087694,2.721330769,-3.125741038,0.004265978,0.017248541,-2.399206854,2.395487336,2.78057503
ECM1,1.209374726,2.047561803,3.125205983,0.00427163,0.01725821,-2.400445573,3.070878879,1.861504153
MUTYH,0.333191312,3.903571927,3.125297514,0.004270662,0.01725821,-2.400233674,4.185503037,3.852311725
SLMAP,-0.551023818,2.348619625,-3.12523192,0.004271356,0.01725821,-2.400385527,1.882368702,2.43339252
VPS53,-0.452510126,0.322798404,-3.124992053,0.004273891,0.017262956,-2.400940821,-0.06009478,0.392415346
FBXW7,-0.650153985,0.559722023,-3.124389628,0.004280266,0.017284308,-2.402335354,0.009591728,0.659745713
ARAP2,-0.657385544,0.304023615,-3.12426105,0.004281628,0.017285412,-2.402632978,-0.252225692,0.405159852
C5orf30,-0.676009269,0.096636415,-3.123953538,0.004284886,0.017294171,-2.403344767,-0.475371428,0.200637841
SERF2,0.263361205,8.709866868,3.123608728,0.004288543,0.017304532,-2.404142851,8.932710964,8.669349759
KCNG2,0.786945073,-0.228819386,3.122973984,0.004295282,0.017327322,-2.405611903,0.437057214,-0.349887859
SETD2,-0.263523274,2.437545027,-3.121294531,0.004313161,0.01739503,-2.409498176,2.214563795,2.478087069
GNB1,0.971217019,2.83211072,3.121181875,0.004314363,0.01739546,-2.409758831,3.653909737,2.682692717
BRD7,0.41454739,4.275889643,3.12096147,0.004316716,0.017400527,-2.410268774,4.626660512,4.212113122
CNIH3,0.634565739,1.296371012,3.120525886,0.004321368,0.017411921,-2.411276518,1.833311253,1.198745514
IKZF3,-0.742152371,-0.01519188,-3.120491584,0.004321735,0.017411921,-2.411355875,-0.643166963,0.098985408
DYSF,0.814535,2.228951517,3.119689965,0.00433031,0.017442046,-2.413210286,2.918173441,2.103638441
EIF4E3,-0.482125573,2.196331423,-3.11828546,0.004345375,0.01749385,-2.41645885,1.788379015,2.270504588
RB1CC1,-0.788904026,2.363958968,-3.118364422,0.004344526,0.01749385,-2.416276232,1.696424792,2.485328818
MRPL16,-0.9232815,2.179797408,-3.117986688,0.004348586,0.017502341,-2.417149815,1.398559216,2.321840716
ADAM32,0.382313287,-0.250089672,3.117698302,0.004351687,0.017510386,-2.417816731,0.073406186,-0.308907101
ZNF836,0.422838973,2.70047595,3.117507798,0.004353737,0.017514198,-2.418257271,3.058262774,2.635423801
HMCN1,-0.798465121,1.778831006,-3.117347727,0.00435546,0.017516693,-2.418627426,1.103206673,1.901671793
OTUD6A,0.293379938,-0.824358541,3.116964654,0.004359587,0.017524414,-2.419513223,-0.576113979,-0.869493916
CDKN2B,-1.519089337,1.536576498,-3.116971231,0.004359516,0.017524414,-2.419498015,0.251193213,1.77028255
LONP1,0.41478641,4.279182292,3.114690235,0.004384165,0.017614294,-2.424771463,4.630155408,4.215368998
SNX1,-0.588811413,3.671277078,-3.114709548,0.004383956,0.017614294,-2.424726821,3.173052036,3.761863449
CCDC191,-0.519072142,0.428439769,-3.114569776,0.00438547,0.017615083,-2.425049903,-0.01077512,0.508297022
CACNG2,0.328848189,-0.484751698,3.114420709,0.004387086,0.017617118,-2.425394467,-0.206495538,-0.535343727
KLHL9,-0.364199165,2.573937117,-3.114140887,0.004390121,0.017624849,-2.426041242,2.265768593,2.629967758
UNK,-0.399259505,2.338494567,-3.112963498,0.004402913,0.017671737,-2.428762354,2.000659602,2.399919106
ASB3,-0.316269208,2.780248518,-3.111987525,0.004413544,0.017705455,-2.431017613,2.512636112,2.82890532
PIGN,-0.360344708,2.210482083,-3.112070605,0.004412638,0.017705455,-2.430825646,1.905575023,2.26591973
CYP4F8,0.179071007,-0.865286816,3.110618211,0.0044285,0.017760969,-2.434181256,-0.713765194,-0.892836201
ADA,-0.763507255,1.866137373,-3.109935132,0.004435979,0.017786473,-2.435759196,1.220092773,1.983600027
SLC10A7,-0.36997684,1.526886477,-3.109769641,0.004437793,0.017789254,-2.436141465,1.213829151,1.583805991
FOXJ3,0.492575043,2.366951196,3.109497756,0.004440774,0.017796714,-2.436769471,2.783745463,2.29117042
GPATCH1,0.367909994,1.791870538,3.109152737,0.00444456,0.017807394,-2.437566367,2.103178995,1.735269
SLC25A12,-0.990886821,1.791902187,-3.10899149,0.004446331,0.017809994,-2.43793879,0.953459493,1.944346313
DNAJC15,-0.86663133,2.073782482,-3.108273402,0.004454224,0.017837112,-2.439597204,1.340479048,2.207110379
TATDN3,-0.529616548,2.773084743,-3.108037079,0.004456825,0.017843027,-2.440142952,2.324947664,2.854564212
CRLS1,-0.500123898,5.072282208,-3.106315453,0.004475813,0.017914534,-2.444118179,4.649100448,5.149224346
N4BP2,-0.566317027,-0.389383141,-3.105981593,0.004479505,0.017924791,-2.444888943,-0.868574472,-0.302257444
MBOAT2,-0.533961944,1.631002604,-3.105550617,0.004484274,0.01793091,-2.445883861,1.179188651,1.713150596
TRIM23,-0.735631839,-0.030570507,-3.105659755,0.004483066,0.01793091,-2.445631918,-0.653028217,0.082603622
NELFB,-2.613591896,1.258932127,-3.105537345,0.004484421,0.01793091,-2.445914498,-0.952568708,1.661023188
PLXNA2,0.705707106,0.77606369,3.105307883,0.004486962,0.017936556,-2.446444188,1.373200473,0.667493366
TMEM53,0.615391438,3.227282029,3.105169564,0.004488495,0.017938168,-2.446763478,3.747997861,3.132606423
WDSUB1,-0.62786777,3.671350678,-3.104521568,0.004495682,0.017962369,-2.448259187,3.140077949,3.767945719
CDC25C,0.564637109,-0.490098572,3.104043189,0.004500994,0.017979072,-2.449363294,-0.01232871,-0.576965819
HEY2,1.202595591,0.704758684,3.103930234,0.00450225,0.017979565,-2.449623985,1.722339568,0.519743977
MGST2,0.687293602,3.33363318,3.10366232,0.004505228,0.017986937,-2.450242291,3.915189305,3.227895703
OXSM,0.665571841,2.373470233,3.102810542,0.004514711,0.018020266,-2.452207911,2.936646407,2.271074565
RHD,-0.93785716,0.922516351,-3.102481764,0.004518376,0.018030365,-2.452966554,0.128944908,1.066802068
WIPI2,-0.350633555,3.287444176,-3.102055845,0.004523129,0.018044796,-2.453949293,2.990754245,3.3413878
KDM8,0.508974047,2.037292874,3.101918173,0.004524666,0.018046395,-2.454266936,2.467963222,1.958989175
CIB2,1.024033278,2.865132416,3.101382276,0.004530655,0.018062268,-2.455503318,3.731622114,2.707588835
TRAT1,-1.44266837,2.244618245,-3.101358508,0.00453092,0.018062268,-2.455558152,1.023898855,2.466567225
SLC38A1,-0.53932313,2.201592667,-3.100972673,0.004535237,0.018074939,-2.456448259,1.745242327,2.284565457
SMYD5,-0.852354834,1.214963934,-3.100658529,0.004538754,0.018084419,-2.457172942,0.493740613,1.346095447
JAG1,-0.777582982,0.539327962,-3.100536984,0.004540116,0.018085307,-2.457453316,-0.118626869,0.658956113
FOXA1,-0.887680765,0.649094617,-3.100040521,0.004545681,0.018102937,-2.458598492,-0.102019877,0.785660888
IFT140,0.896363827,1.506043543,3.09961267,0.004550483,0.018113886,-2.459585334,2.264505243,1.368141416
NRL,0.399121489,1.30413875,3.099592293,0.004550712,0.018113886,-2.459632332,1.641856933,1.242735444
EIF2B1,-0.269190314,4.507850473,-3.098733349,0.004560367,0.018147769,-2.461613302,4.280074053,4.549264368
MASP2,-0.701520597,0.268079518,-3.098178831,0.00456661,0.018168062,-2.462892045,-0.325514834,0.376005764
GOLGA8Q,-0.981637926,0.357243699,-3.097008382,0.004579815,0.018216035,-2.465590811,-0.473373008,0.508264918
ARID1A,-0.325816264,2.902375517,-3.096252672,0.004588361,0.018245455,-2.467333044,2.626684833,2.952501096
TMEM222,0.327738943,4.944093832,3.095817109,0.004593293,0.018260496,-2.468337112,5.221411399,4.893672456
LIG3,-0.3052972,1.388685895,-3.095499608,0.004596892,0.018265472,-2.469068982,1.130357494,1.435654695
HNRNPU,-0.357937131,5.53214084,-3.095535887,0.00459648,0.018265472,-2.468985359,5.229270959,5.587208091
NXT2,-0.728901733,3.133284939,-3.095402292,0.004597995,0.018265472,-2.469293298,2.516521934,3.245423667
NDUFS6,0.352376288,6.515449394,3.094967104,0.004602933,0.018277447,-2.470296378,6.813613946,6.461237657
KLHL4,-0.546767684,-0.302571118,-3.094933785,0.004603311,0.018277447,-2.470373173,-0.765220697,-0.218453013
DNASE1L2,0.576677688,0.686990033,3.094804203,0.004604783,0.01827872,-2.470671838,1.174948077,0.598270389
GPATCH8,-0.317262988,1.752168613,-3.093759511,0.004616661,0.018321294,-2.473079461,1.483715315,1.800978303
HEPN1,1.024747914,-0.57156347,3.093500899,0.004619607,0.018323824,-2.473675406,0.295530919,-0.729216995
CD2AP,-0.590756573,2.590509255,-3.09353432,0.004619226,0.018323824,-2.473598392,2.090638309,2.681394881
HNRNPAB,-0.513562683,4.961904481,-3.093083419,0.004624365,0.018336855,-2.474637401,4.527351442,5.040914125
HDAC1,-1.04396273,2.896284147,-3.093010089,0.004625201,0.018336855,-2.474806368,2.012931068,3.056893798
MIIP,0.84083331,3.586859803,3.092678498,0.004628984,0.018347274,-2.4755704,4.298334142,3.457500832
RPUSD2,0.545474215,2.087721485,3.092576982,0.004630143,0.018347288,-2.475804298,2.54927659,2.003802375
TMEM117,0.969579475,0.984911518,3.091938642,0.004637436,0.018368456,-2.477274993,1.80532492,0.835745445
MOCS1,-0.870803637,1.476133791,-3.091906982,0.004637798,0.018368456,-2.477347933,0.739299944,1.610103581
ARL2BP,-1.102281324,0.599792048,-3.091566846,0.004641689,0.018379283,-2.478131523,-0.332907534,0.76937379
GTPBP1,-0.573153261,1.51942893,-3.091240922,0.00464542,0.018389473,-2.478882335,1.034453093,1.607606354
FREM1,0.724334039,1.069884303,3.090033112,0.004659272,0.018435118,-2.481664384,1.682782337,0.958448297
SRR,-0.805049824,2.241629333,-3.090066089,0.004658894,0.018435118,-2.481588431,1.560433328,2.365483152
IQSEC3,1.169588081,1.107636271,3.089795427,0.004662003,0.018441328,-2.482211806,2.097287724,0.927699643
NTN5,0.66962398,0.47225562,3.087493393,0.004688529,0.018541638,-2.487512702,1.038860526,0.369236546
CMYA5,0.435692209,-0.319768421,3.087287565,0.004690908,0.018543478,-2.487986574,0.048894218,-0.386797992
ZNF92,-0.710788951,1.973362392,-3.087251088,0.00469133,0.018543478,-2.488070553,1.371925588,2.082714538
TAF1A,-0.782960019,1.223177601,-3.086711674,0.00469757,0.018563523,-2.489312355,0.560672969,1.343632988
KATNAL1,-0.544508378,-0.225371932,-3.086361073,0.00470163,0.018573316,-2.490119433,-0.68610979,-0.141601412
RRM2,-1.007108462,0.667290847,-3.086295735,0.004702387,0.018573316,-2.490269834,-0.184877852,0.82223061
FOXN2,-0.736855059,0.040241712,-3.086012469,0.00470567,0.018581663,-2.490921871,-0.58325103,0.153604029
MNT,-0.602778505,0.452872712,-3.08566225,0.004709732,0.018593081,-2.491727984,-0.057170638,0.545607867
VAMP8,0.628804932,5.919330324,3.085408911,0.004712673,0.018598571,-2.492311079,6.451396036,5.822591104
NIPAL4,0.329364314,-0.620191534,3.085340712,0.004713465,0.018598571,-2.492468042,-0.341498653,-0.670862967
WDFY2,-0.38245747,-0.19973167,-3.08409827,0.004727914,0.018650952,-2.495327345,-0.523349529,-0.140892059
ZNF581,1.133549849,3.31798654,3.083949749,0.004729644,0.018653144,-2.495669111,4.277144104,3.143594255
LIG1,0.606942629,2.962555814,3.083025695,0.004740422,0.0186888,-2.497795299,3.476122654,2.869180025
PPP1R8,-1.426458528,2.166522845,-3.082972907,0.004741039,0.0186888,-2.497916752,0.959519475,2.385978004
HMGB2,-0.719980389,6.360796109,-3.082799125,0.004743069,0.018692162,-2.498316576,5.751581934,6.471562323
ATP7A,0.562540655,-0.506350054,3.082684475,0.004744408,0.018692803,-2.498580351,-0.030354115,-0.59289477
LCN1,0.925745903,-0.448533787,3.082476061,0.004746844,0.018695463,-2.499059831,0.334789669,-0.590956233
USP51,0.55132767,0.789557027,3.082425331,0.004747437,0.018695463,-2.49917654,1.256065056,0.704737386
CLIP4,-0.762787266,1.643999335,-3.081940357,0.004753111,0.018713167,-2.500292217,0.998563956,1.761351222
PHC3,-0.440676003,0.05152994,-3.081491382,0.00475837,0.018729227,-2.501325006,-0.321349755,0.119326248
TMEM184B,-1.011289953,1.775691435,-3.081196431,0.004761828,0.018738193,-2.502003451,0.919984551,1.931274504
ETAA1,-0.584010072,2.794812548,-3.080838745,0.004766024,0.01875006,-2.502826161,2.30065018,2.884660252
BACH2,0.480749331,-0.359114287,3.080601048,0.004768815,0.018751749,-2.50337286,0.047673609,-0.433075723
CDK9,-0.444646002,5.598865639,-3.080633721,0.004768431,0.018751749,-2.503297713,5.222626714,5.667272716
TBK1,-0.730818157,0.678089126,-3.079978277,0.004776133,0.018775878,-2.504805129,0.059704532,0.790522689
GRB14,0.918162099,2.161900012,3.078785586,0.00479018,0.018826437,-2.507547751,2.938806404,2.020644305
KHDC1,0.578911116,1.370210146,3.078472403,0.004793875,0.018836298,-2.508267841,1.860058014,1.281146898
DDR1,-0.772184217,4.321545319,-3.078123278,0.004797997,0.018847832,-2.509070531,3.668158674,4.440342891
ZNF10,-0.722797571,1.111406469,-3.077501933,0.004805341,0.018872016,-2.510498992,0.499808525,1.222606096
WNT5A,-0.894186814,1.805703234,-3.076105936,0.004821882,0.018932295,-2.513707881,1.049083622,1.943270436
BEND3,0.268693027,0.075204998,3.075194998,0.004832705,0.018970099,-2.51580143,0.302560636,0.033867609
SAP30L,0.69503484,2.944425945,3.075045147,0.004834488,0.018972407,-2.516145795,3.532532348,2.837497508
CTNNBIP1,-1.068855709,2.181958053,-3.074796436,0.004837448,0.018979333,-2.51671733,1.277541684,2.346397393
SPARCL1,-0.963429821,8.214433362,-3.074314296,0.004843191,0.018997173,-2.517825219,7.399223514,8.362653334
FBXO28,-0.462163138,-0.184617714,-3.07416867,0.004844926,0.018999289,-2.518159832,-0.575678831,-0.113515693
VWCE,0.981415494,0.453391541,3.073106372,0.004857607,0.019044315,-2.520600506,1.283820036,0.302404541
PROSER3,-0.484318464,1.918456974,-3.071994876,0.00487091,0.019091754,-2.523153795,1.508649043,1.992967507
SESN1,-0.473383559,4.247944047,-3.071158829,0.004880938,0.019126341,-2.525074051,3.847388728,4.320772287
SLC26A7,0.738188164,-0.576310859,3.071013123,0.004882688,0.019128479,-2.525408688,0.048309895,-0.689878269
CLDND2,0.649063422,3.886764453,3.070672244,0.004886784,0.019135085,-2.526191541,4.435971963,3.786908542
GRPEL2,-0.79024533,0.11498471,-3.070685388,0.004886626,0.019135085,-2.526161356,-0.553684416,0.236560915
EFNA1,-0.809316142,6.649376334,-3.070363586,0.004890496,0.019144899,-2.526900362,5.964570369,6.77388651
HGH1,0.498097121,3.822678785,3.069989062,0.004895003,0.019153102,-2.527760398,4.24414558,3.746048459
WDR70,0.397802354,3.467343079,3.069991192,0.004894977,0.019153102,-2.527755505,3.803945071,3.406142716
IFI44L,-1.496891436,1.146006772,-3.069818905,0.004897052,0.0191564,-2.528151121,-0.120593673,1.376297762
KIF25,0.697249353,0.3075886,3.069699031,0.004898496,0.01915733,-2.528426374,0.897568822,0.200319469
ATP6AP1,0.964806332,2.583817967,3.069216145,0.004904318,0.019175375,-2.529535126,3.400192555,2.435386223
APOBEC3G,-0.805529041,2.034414614,-3.068844572,0.004908801,0.019188182,-2.530388237,1.352813117,2.158342158
CELSR2,0.575886809,0.057330211,3.06861352,0.004911592,0.019194365,-2.530918695,0.544619049,-0.03126776
TMCC1,-0.490108215,2.748775887,-3.067074534,0.004930215,0.019262404,-2.53445149,2.334068936,2.824177151
ZNF808,-0.326446412,1.433281292,-3.066767588,0.004933937,0.019272207,-2.535155994,1.157057404,1.483503817
MYLK2,0.584605144,-0.515596552,3.066601991,0.004935947,0.019275315,-2.535536062,-0.020930661,-0.605535805
DCANP1,1.009463986,0.149070217,3.066474903,0.004937489,0.019276599,-2.535827738,1.003232051,-0.006231935
TMEM134,0.29750268,5.168184348,3.066152163,0.004941409,0.01928716,-2.536568427,5.419917385,5.122414705
ZFP14,0.354801891,-0.381373488,3.065592195,0.004948216,0.019308986,-2.53785347,-0.081156503,-0.435958394
CDCA8,0.899006496,0.70158729,3.065429268,0.004950199,0.019310476,-2.538227341,1.462285094,0.563278598
YOD1,-0.36014043,0.899099576,-3.065360985,0.00495103,0.019310476,-2.538384029,0.594365366,0.954505796
ZBTB18,-0.315205776,2.939456844,-3.065058288,0.004954716,0.019320106,-2.539078602,2.672744265,2.987950041
EFR3A,-0.544455075,3.394735084,-3.064800423,0.004957857,0.019327612,-2.539670279,2.934042329,3.478497403
ZNF337,-1.172830463,2.112523748,-3.064638974,0.004959826,0.01933054,-2.540040717,1.120128741,2.292959204
G2E3,-0.577720899,1.078605765,-3.064088938,0.004966536,0.019351945,-2.541302675,0.589765005,1.167485904
ZNF460,-0.604735542,-0.296304591,-3.063808517,0.004969961,0.019360539,-2.541946013,-0.808003896,-0.203268354
GRAMD1C,-0.660770316,1.490716729,-3.063322809,0.004975898,0.019378913,-2.543060248,0.931603385,1.592373701
TGFBR1,-0.793909908,2.547210056,-3.063080707,0.004978859,0.019385694,-2.543615611,1.875440135,2.669350042
ZNF285,0.419937465,0.06943067,3.062487416,0.004986125,0.019409224,-2.544976486,0.424762371,0.004824906
DOK2,-1.066084547,3.55071046,-3.061499159,0.004998249,0.019451652,-2.547243051,2.64863892,3.714723467
ABTB1,0.59076093,3.857003739,3.061384815,0.004999654,0.019452352,-2.547505276,4.356878372,3.766117442
NEURL1,0.385110881,-0.148254498,3.061148,0.005002564,0.019458908,-2.548048351,0.177608556,-0.207502326
CCS,0.555204517,5.448586232,3.059558959,0.005022134,0.019529751,-2.551691902,5.91837467,5.363170152
SNX15,-0.518422452,0.676681658,-3.05946967,0.005023236,0.019529751,-2.551896608,0.238016507,0.756438959
IL7R,-1.462838938,1.83706578,-3.058690526,0.00503286,0.019562381,-2.55368278,0.599278986,2.062117924
ARID3C,0.527760412,-0.697992516,3.057828904,0.005043524,0.019598052,-2.555657784,-0.251426014,-0.779186426
GLE1,-0.334289343,3.892724993,-3.057749701,0.005044506,0.019598052,-2.55583932,3.60986478,3.944154123
FOXO6,0.794805198,0.526141557,3.056903581,0.005055,0.019634022,-2.557778513,1.198669032,0.403863834
TMEM169,0.372216072,-0.063199129,3.056589808,0.005058898,0.019644355,-2.558497575,0.251752933,-0.12046314
NCOA5,-0.710512907,0.047177545,-3.056174064,0.005064066,0.019659617,-2.559450269,-0.554025684,0.156487223
KRAS,-0.427623115,2.227565506,-3.055961312,0.005066712,0.019665085,-2.559937773,1.865730562,2.293353677
LIN7B,0.547752458,3.76040266,3.055853898,0.005068049,0.019665467,-2.560183899,4.223885508,3.676133051
PLD4,0.927395757,1.658213253,3.055086095,0.005077614,0.019692959,-2.561943102,2.44293274,1.515536982
FYCO1,0.466191674,2.223191673,3.055156183,0.00507674,0.019692959,-2.561782525,2.617661552,2.151469877
CELF2,-0.437144017,2.857659936,-3.054626487,0.005083348,0.019710384,-2.562996064,2.487768845,2.924912861
TANGO2,-0.560006337,4.334871394,-3.053672931,0.005095264,0.019751765,-2.565180426,3.861019878,4.421026215
RHCG,0.487491658,-0.78709083,3.053080197,0.005102684,0.019775551,-2.566538074,-0.374597888,-0.862089546
C1QTNF3-AMACR,-1.087863602,0.544570738,-3.052983964,0.00510389,0.019775551,-2.566758482,-0.375929233,0.711934369
JOSD2,0.362719202,6.321762047,3.05284331,0.005105653,0.019777556,-2.567080625,6.628678295,6.265959093
THSD7A,0.389213939,-0.606896955,3.051882843,0.005117706,0.019808047,-2.569280215,-0.277562084,-0.666776022
CDIPT,0.341696431,5.987710684,3.051994059,0.005116309,0.019808047,-2.569025532,6.276838433,5.935142002
GOLGA6L22,0.262072836,-0.644156851,3.052021806,0.00511596,0.019808047,-2.568961991,-0.422402913,-0.684475749
MMP7,-0.937332689,0.365094327,-3.051818562,0.005118513,0.019808047,-2.569427415,-0.428033333,0.509299356
NTN4,-0.75255506,4.855797739,-3.051508943,0.005122405,0.019818279,-2.570136406,4.219020381,4.971575441
CPOX,-1.263014056,1.353133327,-3.050958179,0.005129335,0.019840256,-2.571397507,0.284429126,1.547443182
RAB8B,-0.848560196,0.098434721,-3.050710449,0.005132454,0.01984749,-2.571964707,-0.619577752,0.228982443
OR6N1,2.307862805,0.844423759,3.050607929,0.005133746,0.019847652,-2.572199429,2.797230748,0.489367943
C18orf54,0.441867228,-0.184838677,3.050358097,0.005136895,0.019854993,-2.57277141,0.189048978,-0.252818251
WRAP53,0.957393397,2.619537187,3.050037346,0.00514094,0.019865795,-2.573505726,3.429639292,2.472245895
NUDCD1,-0.74236938,2.498193688,-3.049381842,0.005149218,0.019892319,-2.575006303,1.870034982,2.612404362
NPLOC4,-0.821045334,1.523428209,-3.049295428,0.00515031,0.019892319,-2.57520411,0.828697542,1.649742876
YBX1,-0.980787713,3.131999563,-3.048602664,0.005159073,0.019921321,-2.576789795,2.302102267,3.28288998
KANK3,0.796747315,3.939542865,3.048470827,0.005160742,0.019922923,-2.577091541,4.61371367,3.816966355
COQ2,0.829762079,1.81550677,3.048112149,0.005165286,0.019932168,-2.577912446,2.517613145,1.687851065
CLDN4,-1.086382226,5.643363248,-3.048083693,0.005165647,0.019932168,-2.577977571,4.724116749,5.810498975
THADA,0.639883574,2.331117076,3.047686802,0.00517068,0.019946742,-2.578885875,2.872557024,2.232673449
CARD9,0.667614808,1.709525778,3.046317605,0.005188079,0.019999526,-2.582018926,2.274430615,1.606815807
GGA3,-0.532814326,3.386717824,-3.046312745,0.005188141,0.019999526,-2.582030046,2.935874933,3.468689259
PPFIBP1,-0.642945558,1.99415071,-3.04649924,0.005185767,0.019999526,-2.581603339,1.450119853,2.093065411
CD276,0.540682764,4.349209653,3.046122266,0.005190566,0.020004019,-2.582465854,4.806710453,4.266027689
CTBS,-0.63387037,2.66925229,-3.045647377,0.005196616,0.020022478,-2.583552328,2.132900438,2.766770808
ADGRB3,0.467522259,-0.203006502,3.045428948,0.005199401,0.02002835,-2.584052033,0.192589256,-0.274933003
INTS7,0.539652364,1.75806915,3.045228371,0.00520196,0.020033348,-2.584510884,2.214698074,1.67504571
MOB1A,-0.888815917,1.243453602,-3.044781829,0.005207661,0.020050441,-2.585532364,0.491378596,1.380194512
HSDL2,0.639694847,3.005624494,3.044665403,0.005209148,0.020051307,-2.58579868,3.546904749,2.907209902
TMEM131,-0.409336002,0.408155249,-3.044468233,0.005211668,0.020056145,-2.586249683,0.061794016,0.471130019
GSR,-1.220678945,0.229791376,-3.044197426,0.005215131,0.02006461,-2.586869101,-0.803090809,0.417588137
HABP2,1.091310327,-0.177553867,3.043426199,0.005225005,0.020090582,-2.588632984,0.745862564,-0.345447764
FLOT1,0.824575627,4.489349583,3.043373769,0.005225677,0.020090582,-2.58875289,5.187067422,4.362491795
ZNF491,0.755018815,0.041661631,3.043462277,0.005224542,0.020090582,-2.588550474,0.680523706,-0.074495109
SPNS3,0.838959401,1.731118509,3.042886723,0.005231922,0.02010486,-2.589866702,2.441007233,1.602047832
DENND5B,0.315226836,-0.498648271,3.042941739,0.005231216,0.02010486,-2.589740892,-0.231917872,-0.547144707
ZNF25,-0.638277828,-0.412487469,-3.042316113,0.005239248,0.020128141,-2.591171506,-0.952568708,-0.31429088
LRCH4,0.621610471,3.622395745,3.041999778,0.005243314,0.020138889,-2.591894816,4.148373837,3.526763365
TADA2B,-0.703812534,-0.182094862,-3.041744232,0.0052466,0.02014664,-2.592479103,-0.777628545,-0.073816011
OGFOD2,0.302571159,3.513612004,3.039458198,0.005276088,0.020251487,-2.597704926,3.769633754,3.467062594
PACS1,-0.780421049,1.103363333,-3.039429871,0.005276455,0.020251487,-2.597769669,0.443007061,1.223428109
CHD2,-0.330218672,2.768077361,-3.039162526,0.005279914,0.020259867,-2.59838069,2.488661562,2.818880233
A1BG,0.842953329,4.031836202,3.037775438,0.005297895,0.020323955,-2.601550493,4.745104404,3.902151075
H2AFX,0.425405424,5.107505082,3.036060226,0.005320212,0.020398779,-2.605469189,5.467463517,5.042058094
GEMIN5,-0.91391922,0.044456249,-3.035995129,0.00532106,0.020398779,-2.605617894,-0.728860015,0.185059206
ANGPT1,-1.040096135,1.710467169,-3.035980351,0.005321253,0.020398779,-2.605651652,0.830385824,1.870481959
PLTP,1.665699046,5.375420818,3.035596646,0.005326259,0.020409485,-2.606528137,6.784858472,5.119159426
TRIP11,-0.384992314,1.370814798,-3.035569269,0.005326616,0.020409485,-2.606590671,1.04505207,1.430044384
NKX6-3,0.396907818,-0.63111099,3.035459155,0.005328053,0.020410068,-2.606842191,-0.295265913,-0.692173731
AAGAB,-0.301519283,4.221201657,-3.034648052,0.005338653,0.02044081,-2.608694757,3.966069956,4.267589239
PGRMC2,-0.347738799,4.625571319,-3.034671352,0.005338348,0.02044081,-2.608641542,4.331330797,4.679069596
