Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B,mean_N-fHP,mean_L-fHP
NKTR,-0.936109,4.790800667,-4.908433973,0.000696648,0.007410721,-0.191582795,4.478764333,5.414873333
AQP3,1.449427833,7.146189889,4.907274467,0.000697815,0.007412141,-0.193265211,7.6293325,6.179904667
PGRMC1,0.882155667,6.200623111,4.906907863,0.000698184,0.007412141,-0.193797188,6.494675,5.612519333
RASSF8,2.116518733,2.407632422,4.899880424,0.000705302,0.007454186,-0.203998621,3.113138667,0.996619933
ENPP4,1.431491,4.880721667,4.899856716,0.000705326,0.007454186,-0.20403305,5.357885333,3.926394333
RHBDD2,1.080466167,7.573790444,4.901482426,0.000703673,0.007454186,-0.201672401,7.933945833,6.853479667
C1GALT1C1,0.867283167,6.066563778,4.90085446,0.000704311,0.007454186,-0.202584205,6.355658167,5.488375
KDM4C,-0.946955333,5.475998778,-4.901146112,0.000704014,0.007454186,-0.20216072,5.160347,6.107302333
ZNF80,-2.617586517,1.066186656,-4.900587501,0.000704583,0.007454186,-0.202971847,0.193657817,2.811244333
H1F0,1.481226333,4.769131556,4.89792208,0.0007073,0.007469424,-0.206842807,5.262873667,3.781647333
TSPAN17,-0.769925667,4.333016556,-4.896292142,0.000708967,0.007481409,-0.209210481,4.076374667,4.846300333
SECTM1,2.476824167,5.269927111,4.895335966,0.000709947,0.007486129,-0.210599624,6.095535167,3.618711
CINP,0.764887167,4.730935444,4.893141713,0.000712201,0.00750427,-0.213787989,4.985897833,4.221010667
DTHD1,-3.500125533,3.170690311,-4.89074782,0.000714669,0.007524634,-0.217267279,2.0039818,5.504107333
KCNQ5,-2.54619815,1.779243567,-4.889625849,0.000715829,0.007531205,-0.218898254,0.93051085,3.476709
HKDC1,-1.31877755,0.077612333,-4.887261047,0.00071828,0.007548602,-0.222336523,-0.361980183,0.956797367
GLCCI1,-1.856388833,6.030466111,-4.886994966,0.000718556,0.007548602,-0.222723441,5.411669833,7.268058667
ME1,1.708672833,4.946270889,4.886015409,0.000719575,0.007553656,-0.224147942,5.5158285,3.807155667
CHMP2B,0.840914833,6.432830222,4.885405797,0.00072021,0.007554675,-0.225034532,6.713135167,5.872220333
MARK2,-0.6632475,5.6528,-4.88420009,0.000721466,0.007562216,-0.226788221,5.4317175,6.094965
PLIN3,1.186212167,6.638864111,4.8836157,0.000722076,0.00756297,-0.227638289,7.034268167,5.848056
CST3,2.492332333,8.462396556,4.882936221,0.000722786,0.007564769,-0.228626742,9.293174,6.800841667
ADAP2,1.752581,5.797325667,4.881590443,0.000724195,0.00757387,-0.230584683,6.381519333,4.628938333
FCER1G,2.128074,10.28695867,4.88039356,0.00072545,0.007580417,-0.232326231,10.99631667,8.868242667
PIK3IP1,-1.702305667,5.921085556,-4.879965377,0.000725899,0.007580417,-0.23294932,5.353650333,7.055956
RIN1,2.014134803,1.451253899,4.877037289,0.000728982,0.007601257,-0.237211002,2.122632167,0.108497363
TRPM4,1.6908208,2.5230704,4.877268738,0.000728737,0.007601257,-0.236874092,3.086677333,1.395856533
KDM5A,-0.799127333,5.345304778,-4.875123589,0.000731004,0.007601257,-0.239996999,5.078929,5.878056333
WEE1,-1.057842167,2.723580556,-4.876078529,0.000729994,0.007601257,-0.23860671,2.3709665,3.428808667
MMP24,-1.097536833,2.851076111,-4.87512524,0.000731002,0.007601257,-0.239994595,2.4852305,3.582767333
ESM1,-2.271289807,-0.167003614,-4.874994883,0.00073114,0.007601257,-0.240184391,-0.924100217,1.34718959
KIF24,0.972049627,0.875414208,4.873836019,0.000732367,0.007608392,-0.241871778,1.19943075,0.227381123
PEMT,1.156817667,5.883789778,4.87274198,0.000733528,0.007612971,-0.243464963,6.269395667,5.112578
BAHCC1,0.84549315,-0.144729567,4.87240028,0.000733891,0.007612971,-0.243962599,0.137101483,-0.708391667
LRRC37A3,-1.110241667,3.296186556,-4.871337308,0.000735022,0.007619075,-0.245510771,2.926106,4.036347667
KALRN,1.084945592,0.156096361,4.870703089,0.000735697,0.007620456,-0.246434566,0.517744892,-0.5672007
DRAM2,0.579451614,6.552649362,4.868786851,0.000737742,0.007636007,-0.249226104,6.7457999,6.166348286
KRT79,3.381416333,1.366745789,4.862384196,0.000744617,0.007701503,-0.258557416,2.493884567,-0.887531767
DNAJB12,0.908002167,5.349862111,4.861808958,0.000745239,0.007702259,-0.25939608,5.6525295,4.744527333
PDE6G,2.063112333,3.794518556,4.859699152,0.000747521,0.007710574,-0.262472486,4.482222667,2.419110333
FAM114A1,1.581476833,2.756144889,4.85853392,0.000748785,0.007710574,-0.264171855,3.283303833,1.701827
HTATIP2,0.883693167,6.856728111,4.858533317,0.000748786,0.007710574,-0.264172734,7.1512925,6.267599333
METTL16,-0.871431833,4.076553111,-4.859712426,0.000747507,0.007710574,-0.262453129,3.786075833,4.657507667
ASH1L,-0.936172114,5.8451423,-4.858693036,0.000748612,0.007710574,-0.26393979,5.533084929,6.469257043
STK4,-1.101247333,6.823648444,-4.856689301,0.000750791,0.007725559,-0.266862461,6.456566,7.557813333
TALDO1,0.761233167,8.272642444,4.854407967,0.000753279,0.007745493,-0.270190785,8.526386833,7.765153667
FBXO6,0.726775105,7.047184532,4.852458665,0.000755412,0.007761749,-0.273035321,7.289442901,6.562667796
ATP11B,-0.972292833,5.731033778,-4.851080874,0.000756924,0.007771599,-0.275046223,5.406936167,6.379229
CDK1,1.5796165,3.518382667,4.85031598,0.000757764,0.007774551,-0.276162719,4.0449215,2.465305
FXN,1.141637833,5.002090222,4.849137677,0.000759061,0.007781681,-0.27788283,5.382636167,4.240998333
CRLF3,-0.960071333,6.277193111,-4.848679103,0.000759566,0.007781681,-0.278552322,5.957169333,6.917240667
GTSE1,1.928958657,2.276238614,4.848092188,0.000760214,0.00778264,-0.279409233,2.919224833,0.990266177
LILRB2,2.494768,4.343860333,4.845154881,0.000763462,0.007810207,-0.28369856,5.175449667,2.680681667
SFMBT2,-1.343144,6.265653,-4.844282665,0.00076443,0.007814417,-0.284972502,5.817938333,7.161082333
CES1,3.8538475,4.903866333,4.841585266,0.00076743,0.007828007,-0.288913003,6.188482167,2.334634667
SLC22A4,1.517567833,2.856926889,4.841891659,0.000767088,0.007828007,-0.288465352,3.362782833,1.845215
MCTP2,-2.505723,3.109863,-4.842166943,0.000766782,0.007828007,-0.288063166,2.274622,4.780345
ITGB8,2.38906335,1.519273133,4.838678642,0.000770677,0.007832728,-0.293160385,2.315627583,-0.073435767
FCHO2,1.6329425,5.258516333,4.837919091,0.000771528,0.007832728,-0.29427051,5.8028305,4.169888
CALU,0.8499915,5.937681,4.839844916,0.000769372,0.007832728,-0.291455981,6.2210115,5.37102
ACOT9,0.843257667,5.273425444,4.838973599,0.000770347,0.007832728,-0.292729312,5.554511333,4.711253667
KCNN1,-0.926288083,-0.436188989,-4.83768218,0.000771793,0.007832728,-0.294616786,-0.744951683,0.1813364
C4orf50,-1.6634465,1.104992667,-4.837911846,0.000771536,0.007832728,-0.294281099,0.5505105,2.213957
MLLT3,-1.780526167,4.908367556,-4.839573645,0.000769675,0.007832728,-0.2918524,4.314858833,6.095385
COA3,0.962028167,7.496541778,4.836890799,0.000772681,0.007836082,-0.295773554,7.817217833,6.855189667
HMMR,1.361707333,2.362313222,4.834995213,0.000774813,0.007852032,-0.298544734,2.816215667,1.454508333
CDC42EP5,1.336364517,0.025478178,4.833893943,0.000776054,0.00785587,-0.300154944,0.470933017,-0.8654315
NCOA3,-0.924031667,5.770418556,-4.833667569,0.000776309,0.00785587,-0.300485957,5.462408,6.386439667
TMEM141,0.790760833,7.441778222,4.830992207,0.000779334,0.007863836,-0.304398565,7.705365167,6.914604333
CCDC180,-0.998103792,0.761079806,-4.831003073,0.000779322,0.007863836,-0.304382672,0.428378542,1.426482333
ANKRD36B,-1.449848333,4.523071111,-4.831215176,0.000779082,0.007863836,-0.30407244,4.039788333,5.489636667
GNLY,-3.7273,5.163674667,-4.831420678,0.000778849,0.007863836,-0.30377187,3.921241333,7.648541333
DNAJC27,-1.042477667,2.755894222,-4.829076826,0.000781508,0.007880111,-0.307200399,2.408401667,3.450879333
SYNRG,-1.182291,5.43771,-4.827236575,0.000783602,0.007895565,-0.309892854,5.043613,6.225904
ZP1,1.5111949,0.243946467,4.826556593,0.000784378,0.007897716,-0.31088786,0.7476781,-0.7635168
ANG,2.149893133,3.765255456,4.825861004,0.000785172,0.007900052,-0.311905775,4.4818865,2.331993367
HRH1,1.719945967,2.053710511,4.825320344,0.000785789,0.007900612,-0.312697021,2.627025833,0.907079867
SEMA6B,2.087361947,1.854353684,4.823503541,0.000787869,0.007914636,-0.3153562,2.550141,0.462779053
ANOS1,2.072866667,4.408267111,4.822081428,0.000789501,0.007914636,-0.317438037,5.099222667,3.026356
VAT1L,-0.796758197,-0.580353984,-4.82211675,0.000789461,0.007914636,-0.317386325,-0.84594005,-0.049181853
ACSL5,-0.892246667,5.855076222,-4.823066415,0.00078837,0.007914636,-0.315996078,5.557660667,6.449907333
AEBP2,-0.942623333,5.472325111,-4.821647717,0.00079,0.007914636,-0.318073009,5.158117333,6.100740667
KLF4,3.330671733,4.687027089,4.820960301,0.00079079,0.007916915,-0.319079474,5.797251,2.466579267
CEACAM8,4.321521133,2.144346956,4.818815105,0.000793263,0.00792474,-0.322220778,3.584854,-0.736667133
ARRB1,1.4642375,5.588958,4.818866033,0.000793204,0.00792474,-0.322146195,6.077037167,4.612799667
RASGEF1A,-2.27108235,2.821316767,-4.819698003,0.000792244,0.00792474,-0.320927829,2.064289317,4.335371667
TYROBP,1.995073333,10.83317889,4.817114841,0.000795229,0.007938737,-0.324711043,11.49820333,9.50313
GUSB,1.041279833,6.617773889,4.814765052,0.000797955,0.007941325,-0.328153345,6.964867167,5.923587333
LAPTM4A,0.788316833,8.014236556,4.814456539,0.000798313,0.007941325,-0.328605362,8.277008833,7.488692
RALGAPA2,-0.818897167,4.271092556,-4.815360698,0.000797263,0.007941325,-0.32728068,3.998126833,4.817024
ABCC1,-0.8302485,5.360432,-4.814812697,0.000797899,0.007941325,-0.32808354,5.0836825,5.913931
CRB3,-1.510475433,-0.410074822,-4.816319623,0.00079615,0.007941325,-0.325875897,-0.913566633,0.5969088
WNK1,-0.813724,6.068594667,-4.811465919,0.000801798,0.00797035,-0.332987789,5.797353333,6.611077333
FAM111B,2.231681367,2.139248711,4.809639855,0.000803934,0.007977534,-0.335664352,2.8831425,0.651461133
CLEC7A,2.0469935,6.021637,4.809863984,0.000803672,0.007977534,-0.335335807,6.703968167,4.656974667
CLMN,1.542725167,2.591065111,4.806493201,0.000807629,0.007977534,-0.340277761,3.105306833,1.562581667
CHRNA3,1.460472767,0.351550078,4.807317121,0.00080666,0.007977534,-0.339069641,0.838374333,-0.622098433
GNGT2,1.056176167,6.134471778,4.807933862,0.000805935,0.007977534,-0.338165377,6.4865305,5.430354333
SWSAP1,0.7818585,4.642978667,4.806942382,0.0008071,0.007977534,-0.339619111,4.903598167,4.121739667
COL6A3,-0.811332827,0.205419616,-4.807830347,0.000806057,0.007977534,-0.338317147,-0.06502466,0.746308167
WDR27,-0.8436295,2.933326667,-4.808328673,0.000805471,0.007977534,-0.337586536,2.652116833,3.495746333
BGLAP,-1.502589596,2.090786238,-4.808289117,0.000805518,0.007977534,-0.337644529,1.589923039,3.092512635
DYRK2,-1.134451333,4.032683444,-4.804832185,0.000809587,0.007991256,-0.342713632,3.654533,4.788984333
MCPH1,-0.914624,4.514947333,-4.804042373,0.000810519,0.007994847,-0.343872034,4.210072667,5.124696667
FKBP1A,0.670227333,8.495237556,4.803417529,0.000811258,0.007996521,-0.344788546,8.718646667,8.048419333
MRPL35,0.907313333,4.991217889,4.80271363,0.000812091,0.007999123,-0.345821086,5.293655667,4.386342333
LSM6,0.87421,7.562475333,4.80202808,0.000812903,0.007999138,-0.346826783,7.853878667,6.979668667
ARHGAP35,-1.403319333,4.881940778,-4.801751711,0.000813231,0.007999138,-0.347232235,4.414167667,5.817487
HIST1H2BE,-1.356003667,2.103983222,-4.801134993,0.000813962,0.008000736,-0.348137041,1.651982,3.007985667
SLC38A6,0.972913667,5.895537111,4.800059877,0.000815239,0.00800769,-0.349714516,6.219841667,5.246928
INF2,1.341741,3.91231,4.796949514,0.000818946,0.008016093,-0.354279211,4.359557,3.017816
ACADS,0.981455,5.839272667,4.7979712,0.000817727,0.008016093,-0.352779647,6.166424333,5.184969333
MRPS23,0.857602333,4.960214222,4.797103195,0.000818763,0.008016093,-0.354053637,5.246081667,4.388479333
BRSK1,-1.19585745,0.913996367,-4.797728323,0.000818016,0.008016093,-0.353136111,0.515377217,1.711234667
NEDD9,-1.249883167,5.327485556,-4.797792921,0.000817939,0.008016093,-0.353041302,4.910857833,6.160741
UNKL,-1.188688667,3.233435556,-4.796231382,0.000819805,0.008018911,-0.355333331,2.837206,4.025894667
FUS,-0.762200833,6.498986111,-4.7940477,0.000822421,0.008033321,-0.358539159,6.244919167,7.00712
GALNT10,-0.809172333,4.457667444,-4.794494706,0.000821885,0.008033321,-0.357882858,4.187943333,4.997115667
MTHFD1,0.837306,4.600998,4.7929741,0.00082371,0.008039795,-0.360115559,4.8801,4.042794
CCDC91,-0.84792,6.418975667,-4.792110646,0.000824749,0.008039795,-0.361383521,6.136335667,6.984255667
ZMYM5,-1.249904833,5.744571444,-4.792068601,0.0008248,0.008039795,-0.361445266,5.3279365,6.577841333
TTC23,1.384165467,2.270996344,4.790304247,0.000826927,0.008051003,-0.364036538,2.732384833,1.348219367
PATZ1,-0.801797833,3.442984111,-4.790164711,0.000827095,0.008051003,-0.364241491,3.175718167,3.977516
PCGF2,2.498962333,2.068204556,4.7882391,0.000829423,0.008068081,-0.367070176,2.901192,0.402229667
ANAPC15,0.951005333,6.421750889,4.78759173,0.000830208,0.008070126,-0.368021275,6.738752667,5.787747333
B3GNT5,2.264813667,4.544071444,4.784872773,0.000833511,0.008091042,-0.372016587,5.299009333,3.034195667
PLD1,1.374509333,3.597103556,4.785117336,0.000833213,0.008091042,-0.371657173,4.055273333,2.680764
DKK3,-1.459630743,0.466266404,-4.782666827,0.000836201,0.008111554,-0.375258885,-0.020277177,1.439353567
GNPDA2,-0.9246045,2.777512333,-4.781610924,0.000837492,0.008118474,-0.376811109,2.469310833,3.393915333
HHEX,1.965792167,4.943642778,4.779525815,0.000840047,0.008137634,-0.379876807,5.598906833,3.633114667
BTG1,-1.061951667,8.617791222,-4.778431017,0.000841393,0.008145051,-0.381486732,8.263807333,9.325759
NOL4L,-0.794443667,3.801762222,-4.775536241,0.00084496,0.008162776,-0.385744432,3.536947667,4.331391333
SARM1,-0.8220515,3.051852333,-4.776035988,0.000844343,0.008162776,-0.385009302,2.777835167,3.599886667
CHIC2,-1.000473,8.230044667,-4.775531748,0.000844966,0.008162776,-0.385751042,7.896553667,8.897026667
SOX4,1.911591167,3.608717778,4.774979779,0.000845648,0.008163565,-0.386563033,4.245914833,2.334323667
PAX5,-1.6732342,0.3777698,-4.77452613,0.000846209,0.008163565,-0.387230423,-0.179974933,1.493259267
PBK,1.453009167,1.437073111,4.77401337,0.000846844,0.008164084,-0.387984811,1.9214095,0.468400333
SRSF11,-0.721209578,6.59893649,-4.772751987,0.000848407,0.00817355,-0.389840765,6.358533298,7.079742876
ASCC3,-0.878174667,5.236163889,-4.770343572,0.000851401,0.008196772,-0.393385087,4.943439,5.821613667
HLA-DQB2,2.033073333,7.677115222,4.769534532,0.000852409,0.00820086,-0.394575899,8.354806333,6.321733
PPP3CC,-1.5369875,7.375042333,-4.769065052,0.000852994,0.008200881,-0.395266963,6.862713167,8.399700667
STK10,-1.051589833,6.612304444,-4.767672199,0.000854734,0.008211992,-0.39731741,6.2617745,7.313364333
MARCKSL1,-1.204896976,5.430611792,-4.766719788,0.000855926,0.008217826,-0.39871964,5.028979467,6.233876443
GSDMA,2.113769567,2.248189644,4.763996874,0.000859343,0.008234806,-0.402729328,2.9527795,0.839009933
RARA,1.2785865,6.013634667,4.762295123,0.000861487,0.008234806,-0.405235845,6.439830167,5.161243667
ACER3,1.150226833,5.585601556,4.762050103,0.000861796,0.008234806,-0.405596773,5.9690105,4.818783667
AKAP17A,-0.671542333,5.366742111,-4.763079454,0.000860498,0.008234806,-0.404080546,5.142894667,5.814437
ARNT,-0.685122494,4.760461062,-4.763589714,0.000859856,0.008234806,-0.403328996,4.532086897,5.217209391
TCF20,-0.8958065,4.679725,-4.762382349,0.000861377,0.008234806,-0.405107359,4.381122833,5.276929333
ZNF827,-1.9739454,2.3647984,-4.764223405,0.000859059,0.008234806,-0.402395702,1.7068166,3.680762
TTC7B,1.342889167,2.633805111,4.760870334,0.000863285,0.008243437,-0.407334759,3.081434833,1.738545667
OAS3,0.785884167,4.358287778,4.755371671,0.000870265,0.008301531,-0.415437923,4.620249167,3.834365
ST8SIA1,-2.069795167,3.385330222,-4.755147755,0.00087055,0.008301531,-0.415767996,2.6953985,4.765193667
CDH24,-1.674375683,0.408150411,-4.754140769,0.000871836,0.008308149,-0.417252477,-0.149974817,1.524400867
C3AR1,1.7841825,5.799163,4.751962311,0.000874623,0.008312168,-0.420464446,6.3938905,4.609708
HAAO,1.229957667,3.757114444,4.752668667,0.000873718,0.008312168,-0.419422901,4.167100333,2.937142667
KIFAP3,-0.662428333,5.278408778,-4.752095533,0.000874452,0.008312168,-0.420267999,5.057599333,5.720027667
RICTOR,-1.475169167,4.827302889,-4.752482134,0.000873957,0.008312168,-0.419697942,4.335579833,5.810749
POC1A,1.566917833,3.389265556,4.750009545,0.000877129,0.008330356,-0.423344254,3.9115715,2.344653667
LSP1,-0.831884667,8.432856222,-4.748824453,0.000878654,0.008339204,-0.425092226,8.155561333,8.987446
ATP8A1,-1.937594667,4.706048222,-4.7480175,0.000879694,0.00834344,-0.426282578,4.060183333,5.997778
CSRP2,-1.1033028,0.0923033,-4.74645221,0.000881715,0.008356969,-0.428591845,-0.2754643,0.8278385
SPRED1,1.846545167,4.915436778,4.744915387,0.000883704,0.008358911,-0.430859472,5.530951833,3.684406667
STX11,0.958095167,7.510661778,4.745697685,0.000882691,0.008358911,-0.429705124,7.830026833,6.871931667
ZYG11B,0.861106201,4.207290727,4.744943457,0.000883668,0.008358911,-0.43081805,4.494326127,3.633219927
KIF3B,-0.690509333,4.340776444,-4.744017243,0.000884869,0.008362976,-0.432184873,4.110606667,4.801116
ZNF131,-0.837662333,5.090465444,-4.743666667,0.000885324,0.008362976,-0.432702255,4.811244667,5.648907
CAPN7,-0.737809833,5.583970444,-4.742484599,0.00088686,0.008371861,-0.434446893,5.338033833,6.075843667
COL8A2,2.508305466,3.65350465,4.739343045,0.000890956,0.008404886,-0.439084597,4.489606472,1.981301006
PLCH2,-2.087061439,1.38731724,-4.737650067,0.000893172,0.008420138,-0.44158446,0.691630094,2.778691532
SRPX2,1.070811823,-0.040369984,4.736775358,0.000894319,0.008423161,-0.44287623,0.31656729,-0.754244533
LMNB2,0.990197167,4.843812778,4.736492031,0.000894691,0.008423161,-0.443294672,5.1738785,4.183681333
YEATS4,0.8100925,5.861010333,4.734506962,0.000897302,0.008442083,-0.446226732,6.131041167,5.320948667
BACH2,-1.815102983,2.372668678,-4.733545128,0.000898569,0.008448355,-0.447647628,1.76763435,3.582737333
MRC1,3.8531305,6.73896,4.731447095,0.000901341,0.008457446,-0.450747487,8.023336833,4.170206333
RRBP1,1.079987,5.894879333,4.731819625,0.000900849,0.008457446,-0.450197024,6.254875,5.174888
TIGAR,0.5658685,5.981269333,4.732253075,0.000900275,0.008457446,-0.449556568,6.169892167,5.604023667
FPR1,2.562505667,5.532876444,4.72897327,0.000904622,0.008481656,-0.454403429,6.387045,3.824539333
IGSF21,1.57316707,1.005104231,4.728591962,0.000905128,0.008481656,-0.454967026,1.529493255,-0.043673816
ZNF66,-0.9204855,4.281464333,-4.727994668,0.000905923,0.008483444,-0.455849908,3.974635833,4.895121333
PRKRIP1,-0.774343333,6.173068778,-4.726990268,0.00090726,0.008490313,-0.457334669,5.914954333,6.689297667
JSRP1,-1.3705931,1.8675136,-4.7259659,0.000908626,0.008495796,-0.458849104,1.410649233,2.781242333
COLGALT2,-2.59092569,2.55952954,-4.725644978,0.000909055,0.008495796,-0.45932359,1.695887643,4.286813333
TLK1,-0.7834235,5.60979,-4.724691276,0.00091033,0.008502055,-0.460733739,5.348648833,6.132072333
EDARADD,-1.564223167,3.512160889,-4.723920493,0.000911361,0.008506037,-0.461873521,2.990753167,4.554976333
IL1B,2.852116333,4.020256222,4.721720314,0.000914313,0.008510978,-0.46512749,4.970961667,2.118845333
AGPAT2,1.344440333,7.817395556,4.722185429,0.000913688,0.008510978,-0.464439545,8.265542333,6.921102
NFAT5,-1.018510833,4.719200778,-4.722127255,0.000913766,0.008510978,-0.464525586,4.379697167,5.398208
PRKCH,-1.762202333,6.712841778,-4.722513029,0.000913248,0.008510978,-0.463955016,6.125441,7.887643333
NBPF1,1.38428123,3.135830336,4.720482354,0.000915978,0.008520835,-0.466958698,3.597257412,2.212976182
GLTPD2,3.20945494,2.96291602,4.71906672,0.000917886,0.008530317,-0.469053004,4.032734333,0.823279393
APBB1IP,-0.8828435,8.422824,-4.718532814,0.000918606,0.008530317,-0.469842949,8.128542833,9.011386333
ANKZF1,-1.1185705,4.197694,-4.718376442,0.000918818,0.008530317,-0.470074318,3.824837167,4.943407667
BRF1,-1.0263385,2.977378,-4.717312318,0.000920256,0.008538034,-0.471648903,2.635265167,3.661603667
UPP1,1.582130167,6.724074444,4.715723813,0.000922408,0.008552355,-0.47399973,7.251451167,5.669321
VWA2,-1.777604183,-0.028420922,-4.715266222,0.000923029,0.008552471,-0.474676988,-0.62095565,1.156648533
KIF14,1.190290567,1.158039478,4.713430122,0.000925525,0.008568567,-0.477394828,1.554803,0.364512433
USP24,-0.75595757,4.967622226,-4.713091973,0.000925986,0.008568567,-0.477895418,4.71563637,5.47159394
BNIP3L,0.715398,6.692392667,4.711996903,0.000927478,0.008576734,-0.479516663,6.930858667,6.215460667
DHCR24,1.19204438,5.194554835,4.707967268,0.000932994,0.008593814,-0.485484054,5.591902962,4.399858581
ZNF593,1.13436995,6.649333359,4.709512637,0.000930874,0.008593814,-0.483195267,7.027456676,5.893086726
SREBF1,0.896074667,3.874796778,4.708765234,0.000931899,0.008593814,-0.484302172,4.173488333,3.277413667
C20orf144,-0.710518223,-0.554186026,-4.708350564,0.000932468,0.008593814,-0.484916335,-0.791025433,-0.08050721
IL10RA,-0.8284775,6.528798,-4.710086505,0.000930089,0.008593814,-0.482345424,6.252638833,7.081116333
SRSF7,-0.993167667,8.014819556,-4.708185096,0.000932695,0.008593814,-0.485161415,7.683763667,8.676931333
ZNF718,-0.784482833,4.990432778,-4.703396087,0.000939293,0.008630209,-0.492256344,4.7289385,5.513421333
TAS1R3,-0.934905838,-0.505915823,-4.703981871,0.000938483,0.008630209,-0.491388321,-0.817551102,0.117354736
CELF2,-1.2599535,6.971993,-4.703317858,0.000939401,0.008630209,-0.49237227,6.5520085,7.811962
INPP5D,-1.424775167,6.165106889,-4.703858308,0.000938654,0.008630209,-0.491571414,5.690181833,7.114957
KIAA1522,2.219209469,2.090985403,4.701572893,0.000941818,0.008641116,-0.494958311,2.830721893,0.611512424
SRRM2,-0.598057167,6.713922889,-4.701824918,0.000941468,0.008641116,-0.494584781,6.5145705,7.112627667
PPP2R3A,2.349704167,2.640959444,4.700511292,0.000943291,0.008648991,-0.496531829,3.424194167,1.07449
ECHDC3,2.053019,3.857813333,4.697181139,0.00094793,0.00866605,-0.501468911,4.542153,2.489134
CCDC125,0.874846667,3.638215444,4.697129965,0.000948001,0.00866605,-0.501544792,3.929831,3.054984333
CSGALNACT2,-0.799561333,6.471939111,-4.696962926,0.000948235,0.00866605,-0.501792479,6.205418667,7.00498
CREBBP,-0.799621667,4.840131889,-4.697247464,0.000947837,0.00866605,-0.501370567,4.573591333,5.373213
RHCE,-1.025159497,0.753935032,-4.697409548,0.000947611,0.00866605,-0.501130234,0.412215199,1.437374696
PRDX6,0.5858585,8.13489,4.695769852,0.000949903,0.008675655,-0.503561699,8.330176167,7.744317667
TEAD3,-0.922817017,-0.411890078,-4.695261076,0.000950615,0.008676524,-0.504316233,-0.71949575,0.203321267
B3GNT7,2.774417833,3.955865889,4.693343953,0.000953305,0.0086909,-0.507159743,4.880671833,2.106254
JAK1,-0.954372227,7.588751137,-4.693203705,0.000953502,0.0086909,-0.507367783,7.270627061,8.224999288
ZNF568,-0.963155167,2.735322222,-4.692817005,0.000954045,0.0086909,-0.507941417,2.4142705,3.377425667
CBX7,-1.078311667,3.630108556,-4.691732631,0.000955571,0.008699164,-0.509550106,3.270671333,4.348983
CARD9,1.802617,3.957895,4.690926923,0.000956707,0.008699317,-0.510745503,4.558767333,2.756150333
CDYL2,-1.208848167,3.560409556,-4.690842498,0.000956826,0.008699317,-0.510870767,3.157460167,4.366308333
AMIGO2,1.223245167,5.074070444,4.689322171,0.000958973,0.008707572,-0.513126698,5.481818833,4.258573667
SLC5A5,-0.92642115,-0.269404733,-4.689662548,0.000958492,0.008707572,-0.512621602,-0.578211783,0.348209367
SOX30,-1.661406182,0.450801912,-4.688805564,0.000959704,0.008708582,-0.513893342,-0.103000148,1.558406033
TMEM176A,2.179074,5.536886667,4.687185736,0.000961999,0.00871815,-0.516297422,6.263244667,4.084170667
C5AR2,1.768631567,1.781668811,4.687261825,0.000961891,0.00871815,-0.516184485,2.371212667,0.6025811
MYBL2,2.198604533,3.061851822,4.686265548,0.000963305,0.008720244,-0.517663301,3.79472,1.596115467
SLC8A1,1.723489333,4.627618222,4.685712644,0.000964091,0.008720244,-0.518484062,5.202114667,3.478625333
RASSF4,1.528437167,4.578083444,4.686011372,0.000963666,0.008720244,-0.518040607,5.0875625,3.559125333
F12,1.752652733,1.473264756,4.684072025,0.000966426,0.008727476,-0.520919757,2.057482333,0.3048296
LCLAT1,-0.833486167,3.661725222,-4.684294112,0.00096611,0.008727476,-0.520590018,3.3838965,4.217382667
PDZD8,-0.856359667,4.416934889,-4.683843068,0.000966753,0.008727476,-0.521259702,4.131481667,4.987841333
ERICH1,-0.545356333,5.556263444,-4.682967107,0.000968003,0.008733152,-0.522560365,5.374478,5.919834333
NAGLU,1.2351985,6.017233333,4.67853813,0.00097435,0.008749756,-0.529138441,6.428966167,5.193767667
TMEM205,1.130324,6.994373,4.67907513,0.000973578,0.008749756,-0.528340714,7.371147667,6.240823667
S100A11,0.841227408,12.04257511,4.680098281,0.000972109,0.008749756,-0.526820915,12.32298424,11.48175684
STX16,-0.685908,5.667861,-4.678208959,0.000974823,0.008749756,-0.529627455,5.439225,6.125133
SMURF2,-0.779969333,5.438282444,-4.680686495,0.000971266,0.008749756,-0.525947247,5.178292667,5.958262
BCR,-1.128280833,3.006438444,-4.678701933,0.000974114,0.008749756,-0.528895104,2.630344833,3.758625667
CLNK,-2.456343167,4.418545556,-4.679478975,0.000972998,0.008749756,-0.52774082,3.5997645,6.056107667
HIST1H3A,-2.504980333,5.218853444,-4.67900353,0.000973681,0.008749756,-0.528447076,4.38386,6.888840333
IL17RB,3.439600167,2.688773111,4.675128983,0.000979266,0.008750382,-0.534203817,3.8353065,0.395706333
FHAD1,2.078819035,2.873000621,4.676330108,0.000977531,0.008750382,-0.532418965,3.565940299,1.487121264
CTSF,1.342174667,3.995096778,4.675682721,0.000978465,0.008750382,-0.533380945,4.442488333,3.100313667
SLC5A4,1.153486078,-0.101906881,4.675004394,0.000979446,0.008750382,-0.534388967,0.282588478,-0.8708976
G6PD,0.882016667,6.586261444,4.675110748,0.000979292,0.008750382,-0.534230915,6.880267,5.998250333
DGCR2,-0.917499833,4.845437444,-4.674708693,0.000979873,0.008750382,-0.534828411,4.539604167,5.457104
